No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,Fundamental Score
3447,RMAX,RUT,Real Estate,Real Estate Services,USA,148840000.0,-999.0,5.72,-999.0,0.46,0.36,1.18,6.81,6.89,0.0846,2.8378,0.2,-0.0717,0.1295,-999.0,-999.0,0.1243,-0.0574,-7.2756,0.0869,0.2758,0.939,-0.0798,0.0265,-0.1547,-0.0782,-999.0,-999.0,1.15,1.18,0.643,-0.2119,-0.0983,-0.2935,-0.0831,-0.562,1.41,-0.2534,-0.6016,0.0087,-0.8791,0.0087,Feb 22/a,8.16,4078251.0,True,True,3
336,ASYS,-999,Technology,Semiconductor Equipment & Materials,USA,68110000.0,-999.0,24.0,-999.0,0.58,0.86,4.0,-999.0,1.2,-999.0,-999.0,-0.14,0.0674,1.241,-999.0,0.2,0.047,0.156,-2.367,0.2024,0.0376,0.6638,-0.0081,0.0065,-0.2183,-0.1971,2.99,1.69,0.22,0.26,0.3511,-0.1645,0.03,0.1348,-0.3742,-0.4963,1.45,0.132,-0.5993,0.4243,-0.8442,4.12,Feb 09/a,4.8,415800.0,True,True,5
1818,GRWG,RUT,Consumer Cyclical,Specialty Retail,USA,126300000.0,-999.0,-999.0,-999.0,0.55,0.63,1.9,-999.0,1.09,-999.0,-999.0,-0.13,0.8347,0.1989,-0.7178,0.2,1.0045,-0.2141,-0.0127,0.071,0.2702,0.3635,-0.0188,0.0524,-0.1587,-0.1445,4.05,2.17,0.18,0.22,0.1851,-0.148,-0.019,-0.1984,-0.2226,-0.5072,2.97,-0.1323,-0.588,0.1638,-0.9696,0.3733,Mar 13/a,2.06,1976973.0,True,True,5
465,BCOV,RUT,Technology,Software - Application,USA,97040000.0,-999.0,-999.0,-999.0,0.48,1.03,5.21,-999.0,0.43,-999.0,-999.0,0.01,-1.0,0.875,-0.0625,0.15,0.0423,0.0186,0.5489,0.0569,0.0615,0.8105,0.0016,0.0289,-0.2332,-0.2057,0.67,0.67,0.18,0.23,0.6135,-0.1138,0.0045,-0.0788,-0.1048,-0.5811,0.7,-0.0591,-0.5866,0.2265,-0.9129,0.2265,Feb 22/a,2.22,349574.0,True,True,3
1910,HLF,RUT,Consumer Defensive,Packaged Foods,USA,862570000.0,6.11,3.33,-999.0,0.17,-999.0,1.46,3.88,5.95,-999.0,0.0,0.42,-0.0408,0.2307,-0.0648,-0.005,0.01,0.029,-0.8157,0.0385,0.0146,1.0605,-0.0216,0.1376,-999.0,0.1045,1.1,0.7,-999.0,-999.0,0.7476,0.0281,0.037,-0.3037,-0.3284,-0.5618,1.22,-0.2965,-0.5819,0.3009,-0.8593,1.868,Feb 14/a,8.69,498300.0,True,True,4
1096,CYH,RUT,Healthcare,Medical Care Facilities,USA,374670000.0,-999.0,24.26,-999.0,0.03,-999.0,9.86,-999.0,0.28,-999.0,0.0,-0.16,0.7554,1.3322,0.3196,-0.0795,-0.0288,0.0124,-0.8906,0.0821,0.0978,0.7249,-0.0765,0.0494,-999.0,-0.0126,1.5,1.34,-999.0,-999.0,0.0726,-0.0107,-0.0552,-0.2846,-0.0072,-0.5574,1.5,-0.2127,-0.5801,0.3632,-0.9488,0.5307,Feb 20/a,2.74,2110000.0,True,True,5
329,ASPS,-999,Real Estate,Real Estate Services,Luxembourg,75790000.0,-999.0,-999.0,-999.0,0.49,-999.0,2.07,-999.0,1.38,-999.0,-999.0,-0.38,0.1235,0.4671,-999.0,0.2,-0.3213,-0.0517,0.4284,0.5346,0.0059,0.2562,-0.0306,0.0942,-999.0,-0.5418,-999.0,-999.0,-999.0,-999.0,0.1493,-0.3538,-0.0205,-0.0833,-0.3455,-0.4947,1.08,-0.0397,-0.5788,0.1992,-0.9833,0.1992,Mar 07/b,2.86,300002.0,True,True,3
1326,EMBC,RUT,Healthcare,Medical Instruments & Supplies,USA,807130000.0,14.6,6.34,-999.0,0.72,-999.0,2.7,-999.0,5.19,0.0399,0.4922,0.4,-0.2977,0.0536,-999.0,-999.0,0.0035,0.0058,-0.433,0.0401,0.0036,0.9463,-0.021,0.0517,-999.0,0.0654,2.2,1.75,-999.0,-999.0,0.6655,0.0493,-0.0622,-0.1684,-0.1933,-0.5567,0.74,-0.1728,-0.5761,0.1022,-0.7139,0.1022,Feb 09/b,14.02,130771.0,True,True,5
3203,PLCE,RUT,Consumer Cyclical,Apparel Retail,USA,239620000.0,-999.0,48.89,-999.0,0.15,2.03,17.72,-999.0,1.08,-999.0,-999.0,-1.89,-33.3726,1.1428,-999.0,-0.071,-0.0177,-0.0567,-0.0634,0.6388,1.2207,0.8591,-0.0868,1.4107,-0.4617,-0.3118,0.85,0.19,1.07,4.67,0.2359,-0.0475,-0.0361,-0.1678,-0.0602,-0.5401,2.04,-0.1113,-0.567,1.3133,-0.8812,3.3886,Nov 16/b,19.2,111831460.0,True,True,1
1360,EP,RUT,Energy,Oil & Gas E&P,USA,134360000.0,-999.0,-999.0,-999.0,3.44,7.14,12.18,-999.0,0.48,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0266,-0.2995,-14.4333,0.2985,0.2258,0.4314,0.5859,0.0354,-0.4623,-0.3366,1.08,1.0,0.57,0.89,0.1718,-0.2552,0.0316,-0.159,-0.2824,-0.5471,1.4,-0.2181,-0.5619,0.0371,-0.9425,182.4375,-999,5.87,10076607.0,True,True,3
2312,KW,RUT,Real Estate,Real Estate Services,USA,1170000000.0,-999.0,-999.0,-999.0,2.09,1.21,3.74,-999.0,2.26,0.1137,2.053,-0.72,-0.0325,0.5512,-999.0,0.3778,-0.0565,0.0036,-11.8412,0.1547,0.0047,0.8973,0.0119,0.0583,-0.2979,-0.0509,-999.0,-999.0,2.83,3.02,0.3781,-0.6102,-0.1668,-0.2362,-0.2596,-0.5009,1.08,-0.2311,-0.5533,0.0169,-0.7021,0.0343,Feb 21/a,8.44,1232000.0,True,True,1
1952,HQI,RUT,Industrials,Staffing & Employment Services,USA,184180000.0,20.66,15.59,-999.0,5.09,2.93,165.92,25.37,0.08,0.0181,0.2643,-0.06,-0.5934,1.2973,0.2251,-999.0,0.2907,-0.0096,-0.6543,0.6198,0.0022,0.1207,-0.0724,0.0206,0.1449,0.1398,1.51,1.51,0.0,0.24,-999.0,0.2444,0.0061,0.0271,-0.1311,-0.4186,1.11,-0.0581,-0.549,0.0703,-0.8752,21.0833,Nov 08/a,13.25,282538.0,True,True,6
1757,GLT,RUT,Basic Materials,Paper & Paper Products,USA,95590000.0,-999.0,-999.0,-999.0,0.07,0.38,1.9,-999.0,1.11,-999.0,-999.0,-999.0,-999.0,-999.0,0.1544,0.002,0.1093,-0.1431,0.749,0.0403,1.2541,0.7756,-0.0402,0.0668,-0.2717,-0.0712,2.33,1.15,3.32,3.35,0.0925,-0.0571,0.0291,0.2927,0.5474,-0.445,1.68,0.1956,-0.5376,0.696,-0.9338,0.696,Feb 22/b,2.12,1874123.0,True,True,5
2449,LUMN,RUT,Communication Services,Telecom Services,USA,1630000000.0,-999.0,-999.0,-999.0,0.11,3.89,0.73,-999.0,2.22,-999.0,-999.0,0.04,-1.0263,-22.1276,-0.4515,-999.0,-0.0897,-0.0745,0.3421,0.0195,0.0935,0.676,0.0065,0.1442,-1.8975,-0.4837,1.29,1.23,50.05,51.07,0.2993,-0.7074,0.0387,0.1838,0.3089,-0.5265,1.1,0.0288,-0.536,1.0638,-0.9672,1.0638,Feb 06/a,1.61,1792094.0,True,True,2
1774,GNSS,-999,Technology,Scientific & Technical Instruments,USA,88060000.0,-999.0,11.94,-999.0,2.17,2.17,6.49,-999.0,0.31,-999.0,-999.0,-0.13,0.1333,1.6442,-0.3399,0.15,0.135,-0.5842,-0.6088,0.1552,0.2784,0.4029,-0.0135,0.0067,-0.4903,-0.4848,2.34,1.74,0.1,0.12,0.4541,-0.5331,-0.0244,0.227,0.227,-0.455,0.45,0.1291,-0.4898,0.3245,-0.8651,5.7433,Feb 13/a,2.0,2967750.0,True,True,4
1578,FNKO,RUT,Consumer Cyclical,Leisure,USA,355390000.0,-999.0,-999.0,-999.0,0.31,1.48,11.14,-999.0,0.63,-999.0,-999.0,-0.02,-2.685,0.7594,-999.0,0.194,0.2105,-0.144,-2.6058,0.3892,0.0434,0.6689,0.0526,0.1263,-0.5812,-0.4189,0.96,0.58,0.91,1.68,0.2289,-0.1631,-0.0084,-0.0575,0.0277,-0.3399,1.07,-0.0383,-0.4747,0.3378,-0.7735,1.2596,Mar 07/a,7.05,5597941.0,True,True,2
1849,HAIN,RUT,Consumer Defensive,Packaged Foods,USA,874940000.0,-999.0,20.61,-999.0,0.49,0.88,16.3,11.28,0.6,-999.0,-999.0,0.08,-0.3917,0.5534,-999.0,-999.0,-0.0597,-0.0002,-2.2312,0.0139,0.0714,1.0058,0.0532,0.0395,-0.1505,-0.0841,2.24,1.14,0.89,0.91,0.2112,-0.0888,0.021,-0.1153,-0.0956,-0.4537,0.71,-0.0696,-0.4685,0.081,-0.8621,6.792,Feb 07/b,9.74,872089.0,True,True,4
1914,HLLY,RUT,Consumer Cyclical,Auto Parts,USA,512030000.0,26.49,9.28,-999.0,0.78,1.16,13.9,6.23,0.31,-999.0,0.0,0.07,0.5772,0.4065,-999.0,-999.0,0.6021,0.01,1.0769,0.5812,0.0005,0.3695,-0.0144,0.048,0.0448,0.0188,3.2,1.1,1.31,1.31,0.3661,0.0291,-0.0569,-0.1631,0.0238,0.9156,1.54,-0.0979,-0.4653,1.2332,-0.7064,1.2924,Feb 28/b,4.31,138484.0,True,True,3
896,CMP,RUT,Basic Materials,Other Industrial Metals & Mining,USA,910470000.0,-999.0,20.8,-999.0,0.76,1.98,23.77,-999.0,0.93,0.0272,1.6099,0.46,-0.4443,2.8125,-0.215,0.2755,-0.0317,-0.0304,-179.9307,0.0101,0.0208,1.0037,-0.0141,0.0749,-0.124,-0.0439,3.07,1.15,1.98,1.99,0.193,-0.0503,0.0204,-0.0712,-0.0993,-0.4312,1.17,-0.0328,-0.4618,0.1674,-0.7753,0.6954,Feb 07/a,22.04,200256.0,True,True,2
4091,UFI,-999,Consumer Cyclical,Textile Manufacturing,USA,106050000.0,-999.0,8.98,-999.0,0.18,0.36,2.95,-999.0,1.98,-999.0,-999.0,-0.42,0.0917,1.3125,-999.0,0.1,-0.0027,0.0052,-0.0957,0.2212,0.1054,0.5555,-0.0849,0.016,-0.1712,-0.1285,3.74,1.69,0.43,0.48,0.025,-0.0918,0.0069,-0.1098,-0.1524,-0.4374,0.76,-0.0636,-0.4454,0.021,-0.9554,3.4242,Jan 31/a,5.84,1439178.0,True,True,4
2723,MX,-999,Technology,Semiconductors,South Korea,259300000.0,-999.0,-999.0,-999.0,1.05,0.75,1.56,-999.0,4.3,-999.0,-999.0,0.02,-999.0,-999.0,-999.0,0.27,-0.1665,-0.1631,0.6642,0.0459,0.0114,0.7473,-0.0038,0.0188,-0.072,-0.0774,5.86,5.12,0.01,0.01,0.2517,-0.1123,0.0469,0.0,-0.0089,-0.3053,0.82,-0.0386,-0.4272,0.0636,-0.752,1.1581,Feb 28/a,6.69,136000.0,True,True,4
3394,REI,RUT,Energy,Oil & Gas E&P,USA,273880000.0,3.87,2.93,0.1,0.76,0.37,1956.3,-999.0,0.0,-999.0,0.0,0.12,-0.4747,0.0214,1.0074,0.37,0.4283,-0.0077,-1.078,0.3651,0.0021,0.2438,1.0265,0.1123,0.1105,0.0588,0.39,0.35,0.59,0.59,0.6935,0.1897,-0.0278,0.0219,-0.1617,-0.3427,1.73,0.0007,-0.4239,0.12,-0.9321,2.255,Mar 07/a,1.4,261680.0,True,True,6
4214,VOXX,RUT,Technology,Consumer Electronics,USA,193680000.0,-999.0,-999.0,-999.0,0.39,0.61,18.64,19.31,0.46,-999.0,-999.0,-999.0,-999.0,-999.0,-1.0406,0.1,0.032,-0.0545,-0.7296,0.5784,0.0001,0.4252,-0.0792,0.0329,-0.114,-0.1058,1.81,0.84,0.15,0.16,0.2052,-0.0787,0.0023,-0.0425,-0.2286,-0.2463,1.3,-0.0783,-0.419,0.1829,-0.8818,7.57,Jan 09/a,8.57,31387500.0,True,True,4
2785,NEWT,RUT,Financial,Banks - Regional,USA,279780000.0,11.31,6.16,3.77,1.33,1.35,1.25,-999.0,9.07,0.0634,2.0595,0.58,-0.2165,0.0994,-0.0991,0.03,0.1434,0.8159,-999.0,0.0673,0.0076,0.381,-0.1081,0.0801,0.0851,0.0198,-999.0,-999.0,4.62,4.8,0.8122,0.1202,-0.0035,-0.1242,-0.1574,-0.411,1.3,-0.1012,-0.4139,0.0558,-0.7822,274.0038,Mar 05/a,11.35,188575.0,True,True,3
2062,ILMN,"NDX, S&P 500",Healthcare,Diagnostics & Research,USA,22400000000.0,-999.0,57.35,-999.0,4.97,3.9,21.25,79.44,6.63,-999.0,-999.0,0.05,0.0544,1.7109,-999.0,0.229,0.074,0.036,-0.2492,0.0044,0.0101,0.9107,0.0273,0.0303,-0.1881,-0.1466,1.66,1.29,0.38,0.39,0.6097,-0.2578,0.0335,-0.0391,0.4895,-0.284,1.2,0.0145,-0.409,0.584,-0.7463,163.8889,Feb 08/a,140.98,956127.0,True,True,4
3970,TNDM,-999,Healthcare,Medical Devices,USA,1740000000.0,-999.0,-999.0,-999.0,2.33,5.56,3.73,-999.0,7.13,-999.0,-999.0,-0.76,0.5079,0.3578,-0.0611,-999.0,0.3659,-0.1075,-0.8643,0.0068,0.0327,1.0892,0.0194,0.0855,-0.5908,-0.3126,3.83,3.02,1.27,1.33,0.4917,-0.2977,0.1787,0.1374,0.3652,-0.259,1.08,0.0278,-0.4074,0.9233,-0.9121,11.4206,Feb 21/a,26.58,241507.0,True,True,3
212,AMPY,RUT,Energy,Oil & Gas E&P,USA,237730000.0,0.65,5.87,0.04,0.73,0.69,37.2,2.47,0.16,-999.0,0.0,0.18,5.5438,-0.8846,-999.0,0.15,0.2776,-0.3922,-1.2933,0.0262,0.0237,0.434,0.0224,0.0308,2.3235,0.7657,0.72,0.72,0.36,0.37,0.4055,1.102,-0.0178,-0.0256,-0.0178,-0.2822,2.14,0.0078,-0.4057,0.1125,-0.7568,11.3452,Mar 06/a,6.08,149064.0,True,True,5
4173,VFC,S&P 500,Consumer Cyclical,Apparel Manufacturing,USA,6290000000.0,-999.0,11.95,-999.0,0.58,2.98,6.36,5.61,2.54,0.0482,5.9286,0.03,-0.4819,0.244,-0.3444,0.002,0.0021,-0.162,-1.0835,0.0572,0.0062,0.8798,0.0046,0.094,-0.282,-0.0957,1.23,0.7,2.79,3.48,0.5134,-0.0708,0.0125,-0.0776,-0.0247,-0.3351,1.5,-0.0488,-0.4,0.2584,-0.8387,35.3463,Feb 06/a,16.17,2112706.0,True,True,2
3675,SLQT,RUT,Financial,Insurance Brokers,USA,300800000.0,-999.0,-999.0,-999.0,0.26,0.89,27.72,74.27,0.06,-999.0,-999.0,0.04,0.4571,0.8421,-999.0,-0.097,0.3806,0.2702,-0.1553,0.21,0.0187,0.3491,0.0169,0.0065,-0.1399,-0.0496,2.11,2.11,2.01,2.15,0.4596,-0.0433,0.092,0.4958,0.3906,-0.2552,0.61,0.3129,-0.3946,1.0817,-0.9461,2.4902,Feb 07/b,1.78,759170.0,True,True,4
2973,OFIX,RUT,Healthcare,Medical Devices,USA,481560000.0,-999.0,-999.0,-999.0,0.72,0.78,14.31,-999.0,0.92,-999.0,-999.0,0.06,-1.5964,0.4312,-999.0,0.094,0.0084,0.6141,-0.4524,0.0397,0.0052,0.9796,-0.0056,0.0939,-0.2872,-0.1889,2.58,1.13,0.17,0.18,0.6337,-0.2039,-0.0382,-0.104,0.1245,-0.3613,1.03,-0.0492,-0.3935,0.3681,-0.824,1.3289,Mar 05/a,13.1,101025.0,True,True,5
1309,EHTH,RUT,Financial,Insurance Brokers,USA,183770000.0,-999.0,-999.0,-999.0,0.41,0.33,1.51,-999.0,4.29,-999.0,-999.0,-0.6,0.0093,0.0578,-999.0,-999.0,0.1917,0.2615,2.1116,0.1645,0.0032,0.6793,-0.1331,0.0366,-0.031,-0.0665,-999.0,-999.0,0.11,0.11,0.9521,-0.1469,-0.0357,-0.0931,-0.1551,-0.2645,0.41,-0.1132,-0.3869,0.3472,-0.9574,1.427,Feb 27/b,6.48,105705.0,True,True,4
1941,HOUS,RUT,Real Estate,Real Estate Services,USA,654100000.0,-999.0,7.6,-999.0,0.12,0.39,5.5,5.69,1.08,-999.0,-999.0,-0.67,1.0778,10.3827,-999.0,-0.012,0.0079,-0.0552,0.7659,0.0448,0.0061,1.0035,-0.0325,0.0593,-0.0563,-0.0228,-999.0,-999.0,1.53,1.85,0.0834,-0.0172,-0.1017,-0.2342,0.1677,-0.005,2.47,-0.1777,-0.3719,0.4474,-0.8929,1.8325,Feb 15/b,5.92,160125.0,True,True,3
2496,MATV,RUT,Basic Materials,Specialty Chemicals,USA,899340000.0,-999.0,9.35,-999.0,0.39,0.95,7.48,22.37,2.22,0.0603,-999.0,0.2,0.6562,0.3396,-999.0,0.05,0.1625,-0.3148,67.7316,0.029,0.0093,0.9344,0.8559,0.0282,-0.4612,-0.1474,2.53,1.28,1.22,1.23,0.2292,-0.1347,0.4107,0.2732,0.351,-0.3735,0.71,0.2128,-0.3714,0.539,-0.7389,1.8852,Feb 21/a,16.59,209040.0,True,True,4
1886,HFFG,RUT,Consumer Defensive,Food Distribution,USA,205770000.0,-999.0,-999.0,-999.0,0.18,0.71,14.39,4.96,0.26,-999.0,0.0,-999.0,-999.0,-999.0,-0.5542,-999.0,0.4172,-0.064,1.4819,0.2849,0.0026,0.176,-0.0224,0.0085,-0.0282,-0.0196,1.22,0.5,0.45,0.68,0.152,-0.0071,-0.0843,-0.2789,-0.1863,-0.0281,1.78,-0.2309,-0.357,0.1112,-0.8914,0.1112,Nov 09/a,3.8,178740.0,True,True,4
1948,HPP,RUT,Real Estate,REIT - Office,USA,898870000.0,-999.0,-999.0,-999.0,0.95,0.34,7.54,3.92,0.84,0.0071,-999.0,-0.44,0.1324,0.1893,-999.0,0.3648,0.0588,-0.1727,-7.18,0.0285,0.0177,1.0912,-0.0276,0.1522,-0.0535,-0.0208,-999.0,-999.0,1.44,1.44,0.1095,-0.1656,-0.0478,-0.2883,0.1996,-0.2739,1.35,-0.2282,-0.3536,0.6023,-0.8253,0.6023,Feb 12/a,6.37,464082.0,True,True,3
3506,RVSB,-999,Financial,Banks - Regional,USA,97420000.0,10.05,25.64,0.84,1.41,0.61,-999.0,6.55,-999.0,0.052,0.2875,0.03,-0.5783,-0.4857,0.1301,0.12,0.0407,-0.0045,-0.7176,0.0733,0.0235,0.6459,-0.0198,0.0024,0.0628,0.0504,0.27,-999.0,0.22,1.21,-999.0,0.1415,-0.0097,-0.1974,-0.2029,-0.3463,0.69,-0.1789,-0.3527,0.1067,-0.74,3.3131,Jan 25/a,4.61,183669.0,True,True,5
4089,UEIC,-999,Technology,Consumer Electronics,USA,110070000.0,-999.0,8.17,-999.0,0.26,0.61,2.57,6.45,3.3,-999.0,0.0,-0.23,2.3333,3.3333,-999.0,0.15,-0.0997,-0.205,-0.0114,0.1756,0.1144,0.6568,-0.0192,0.0107,-0.4392,-0.513,1.61,1.06,0.07,0.38,0.284,-0.2336,0.0119,-0.0628,0.1379,-0.3536,1.12,-0.0289,-0.3359,0.2108,-0.8943,3.5333,Feb 15/a,8.5,2002938.0,True,True,4
2646,MPAA,-999,Consumer Cyclical,Auto Parts,USA,177330000.0,-999.0,16.11,-999.0,0.25,0.63,12.35,4.11,0.73,-999.0,-999.0,0.16,-0.375,0.4,-999.0,0.25,0.0996,0.132,-46.979,0.0448,0.1952,0.8378,0.0097,0.0361,-0.1646,-0.1258,1.4,0.39,0.39,0.83,0.1986,-0.0679,0.0022,-0.0889,-0.0889,-0.312,1.45,-0.029,-0.3264,1.1174,-0.7802,21.2031,Feb 09/b,9.02,1069583.0,True,True,4
1895,HHS,-999,Industrials,Conglomerates,USA,55450000.0,2.52,10.89,-999.0,0.28,2.7,3.88,3.86,1.98,-999.0,0.0,0.12,-0.9642,3.1471,-999.0,-999.0,-0.0656,-0.1256,-0.897,0.2952,0.0171,0.3786,0.1782,0.003,2.7558,0.6759,1.61,1.61,0.66,0.93,0.1514,0.117,-0.0278,-0.0078,0.148,-0.2755,0.5,0.0268,-0.3112,0.536,-0.9756,5.9818,Nov 09/a,7.68,398089.0,True,True,4
