No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,Fundamental Score
9,AAP,Consumer Cyclical,Specialty Retail,USA,3780000000.0,20.35,17.28,-999.0,0.33,1.43,5.34,0.0518,0.0392,0.0164,0.9795,-0.0344,3.11,0.0694,0.27,1.51,0.0165,0.0365,-0.5903,0.3306,-0.7403,4.1509,63.51,580486.0,True,True,3
519,BHR,Real Estate,REIT - Hotel & Motel,USA,142870000.0,-999.0,-999.0,-999.0,0.19,0.42,3.13,-999.0,0.2704,0.0037,0.5781,0.0277,5.52,-0.0142,-999.0,1.49,-0.077,-0.0817,-0.5852,0.1335,-0.906,0.8991,2.16,201226.0,True,True,3
3657,SLQT,Financial,Insurance Brokers,USA,204630000.0,-999.0,-999.0,-999.0,0.18,0.65,0.06,-999.0,0.3806,0.0189,0.3501,0.0171,1.96,-0.1399,2.49,2.15,-0.0433,-0.0401,-0.585,0.4268,-0.963,1.3922,1.22,759170.0,True,True,4
1130,DDD,Technology,Computer Hardware,USA,657810000.0,-999.0,93.37,-999.0,1.3,0.94,3.34,-0.1021,-0.055,0.024,0.6565,-0.0184,5.2,-0.1335,4.25,0.76,-0.1892,-0.1132,-0.5818,0.4086,-0.9493,8.86,4.93,493400.0,True,True,4
3432,RMAX,Real Estate,Real Estate Services,USA,179300000.0,-999.0,7.33,-999.0,0.54,0.43,6.62,-0.109,0.1453,0.2758,0.9067,-0.08,1.05,-0.1306,-999.0,1.17,-0.1799,-0.1237,-0.5757,0.1417,-0.8544,0.1417,9.83,4078251.0,True,True,3
3804,SUP,Consumer Cyclical,Auto Parts,USA,89330000.0,-999.0,-999.0,-999.0,0.06,-999.0,6.28,-999.0,0.0395,0.0083,0.2567,-0.0035,1.73,-0.5159,1.49,4.07,-0.0759,0.0242,-0.5691,0.2771,-0.9409,10.3488,3.18,138914.0,True,True,4
660,BWEN,Industrials,Specialty Industrial Machinery,USA,52690000.0,14.63,-999.0,0.61,0.27,0.98,0.08,-0.1484,0.1207,0.0164,0.3435,0.2121,1.39,0.0724,0.71,0.9,0.0189,-0.0064,-0.5638,0.2239,-0.9915,2.69,2.46,129503.0,True,True,4
1952,HQI,Industrials,Staffing & Employment Services,USA,179170000.0,20.1,15.16,-999.0,4.95,2.85,0.08,0.2251,0.2907,0.0056,0.1067,-0.0724,6.75,0.1449,1.51,0.24,0.2444,-0.1208,-0.5613,0.0412,-0.8786,20.4833,12.89,829608.0,True,True,6
1817,GRWG,Consumer Cyclical,Specialty Retail,USA,143470000.0,-999.0,-999.0,-999.0,0.62,0.72,1.09,-0.7178,1.0045,0.2702,0.3564,-0.0188,3.01,-0.1587,2.17,0.22,-0.148,-0.0668,-0.5474,0.322,-0.9655,0.56,2.34,1976973.0,True,True,5
3006,OPK,Healthcare,Diagnostics & Research,USA,800120000.0,-999.0,-999.0,-999.0,0.92,0.55,0.18,0.0351,0.0761,0.0224,0.2417,-0.0275,9.41,-0.1351,1.44,0.21,-0.2394,-0.1887,-0.5379,0.2154,-0.9461,3.9286,1.03,7902520.0,True,True,6
1356,EP,Energy,Oil & Gas E&P,USA,142260000.0,-999.0,-999.0,-999.0,3.64,7.56,0.48,-999.0,5.0266,0.2258,0.4248,0.5859,7.3,-0.4623,1.0,0.89,-0.2552,-0.2466,-0.5362,0.0981,-0.9391,193.2187,6.22,10076607.0,True,True,3
1093,CYH,Healthcare,Medical Care Facilities,USA,530100000.0,2.15,36.73,-999.0,0.04,-999.0,0.67,-999.0,-0.0345,0.0977,0.7968,-0.0765,2.86,-999.0,1.36,-999.0,0.0188,0.1853,-0.5162,0.9279,-0.9276,1.1648,3.88,2110000.0,True,True,4
1848,HAIN,Consumer Defensive,Packaged Foods,USA,873780000.0,-999.0,20.58,-999.0,0.49,0.88,0.6,-999.0,-0.0597,0.0674,0.9494,0.0563,2.52,-0.1505,1.14,0.91,-0.0888,-0.0921,-0.4982,0.081,-0.8621,6.792,9.74,824794.0,True,True,4
1757,GLT,Basic Materials,Paper & Paper Products,USA,104120000.0,-999.0,-999.0,-999.0,0.07,0.41,1.25,-999.0,0.1543,2.3633,0.7959,-0.0402,1.1,-0.3614,1.15,3.37,-0.0726,0.4475,-0.4964,0.8473,-0.9278,0.8473,2.31,2374207.0,True,True,4
893,CMP,Basic Materials,Other Industrial Metals & Mining,USA,861930000.0,-999.0,18.68,-999.0,0.72,1.87,0.93,-0.215,-0.0317,0.0215,0.9784,-0.0141,4.17,-0.124,1.15,1.99,-0.0503,-0.1122,-0.493,0.1051,-0.7873,0.605,20.86,200256.0,True,True,2
3947,TNDM,Healthcare,Medical Devices,USA,1490000000.0,-999.0,-999.0,-999.0,1.93,4.74,7.64,0.3516,0.4741,0.0262,1.0748,0.0197,3.67,-0.5666,3.28,1.33,-0.2702,-0.0932,-0.4913,0.6509,-0.9246,9.6612,22.82,241507.0,True,True,4
2657,MRCY,Industrials,Aerospace & Defense,USA,1670000000.0,-999.0,51.1,-999.0,1.86,1.07,2.84,-999.0,0.1518,0.4103,1.0417,0.0143,6.86,-0.056,2.79,0.46,-0.0954,-0.1639,-0.49,0.1098,-0.7083,11.7104,28.09,20836988.0,True,True,4
4150,VFC,Consumer Cyclical,Apparel Manufacturing,USA,5950000000.0,-999.0,10.94,-999.0,0.55,2.82,2.54,-0.3444,0.0021,0.0036,0.8873,0.0046,3.41,-0.282,0.7,3.48,-0.0708,-0.1243,-0.473,0.1907,-0.8474,33.3908,15.3,597804.0,True,True,2
2776,NEWT,Financial,Banks - Regional,USA,272380000.0,11.01,5.99,3.67,1.29,1.31,9.07,-0.0991,0.1434,0.0118,0.3661,-0.1081,12.32,0.0851,-999.0,4.8,0.1202,-0.1679,-0.4695,0.0279,-0.7879,266.735,11.05,232323.0,True,True,3
4069,UFI,Consumer Cyclical,Textile Manufacturing,USA,106820000.0,-999.0,9.07,-999.0,0.18,0.37,1.99,-999.0,-0.0027,0.1063,0.5506,-0.085,2.33,-0.1712,1.69,0.48,-0.0918,-0.074,-0.4404,0.0146,-0.955,3.4659,5.89,2095403.0,True,True,4
212,AMRN,Healthcare,Drug Manufacturers - General,Ireland,500470000.0,-999.0,-999.0,-999.0,1.55,0.9,0.79,-0.0085,0.2237,0.1709,0.2811,-0.0729,5.49,-0.0921,1.74,0.02,-0.1623,0.2417,-0.4355,0.8817,-0.9991,1.663,1.23,301076.0,True,True,5
2715,MX,Technology,Semiconductors,South Korea,261240000.0,-999.0,-999.0,-999.0,1.06,0.76,4.3,-999.0,-0.1665,0.0235,0.7475,-0.0038,1.87,-0.072,5.12,0.01,-0.1123,-0.0384,-0.4229,0.0564,-0.7502,1.1742,6.74,310924.0,True,True,4
4190,VOXX,Technology,Consumer Electronics,USA,194130000.0,-999.0,-999.0,-999.0,0.39,0.61,0.46,-1.0406,0.032,0.0028,0.4288,-0.0792,9.08,-0.114,0.84,0.16,-0.0787,-0.1353,-0.4176,0.1856,-0.8815,7.59,8.59,31672250.0,True,True,4
2640,MPAA,Consumer Cyclical,Auto Parts,USA,170610000.0,-999.0,7.02,-999.0,0.24,0.52,0.63,-999.0,0.0996,0.197,0.8208,0.0097,9.54,-0.0028,0.52,0.78,-0.0013,-0.0684,-0.4168,1.0423,-0.788,20.4154,8.7,1073777.0,True,True,4
1962,HRTG,Financial,Insurance - Property & Casualty,USA,172000000.0,5.42,4.34,-999.0,0.24,1.01,-999.0,-1.6874,0.0847,0.0091,0.3386,-0.1262,0.94,0.1997,-999.0,1.0,0.0372,-0.1621,-0.4157,2.0425,-0.7903,4.1071,5.72,499986.0,True,True,2
208,AMPY,Energy,Oil & Gas E&P,USA,235970000.0,0.65,5.64,0.04,0.72,0.68,0.16,-999.0,0.2776,0.0226,0.4119,0.0224,2.61,2.3235,0.72,0.37,1.102,0.0089,-0.4101,0.1043,-0.7586,11.2538,6.03,129249.0,True,True,5
1577,FNKO,Consumer Cyclical,Leisure,USA,406930000.0,-999.0,-999.0,-999.0,0.36,1.69,0.63,-999.0,0.2105,0.0886,0.6569,0.0526,9.01,-0.5812,0.58,1.68,-0.1631,0.1275,-0.3985,0.5318,-0.7406,1.5873,8.07,10196596.0,True,True,2
2838,NOTV,Healthcare,Diagnostics & Research,USA,128690000.0,-999.0,-999.0,-999.0,0.22,0.51,0.85,-1.8424,1.3362,0.0212,0.2469,-0.0915,3.88,-0.1241,1.15,1.69,-0.0567,0.4494,-0.3973,2.0994,-0.9177,7.3167,4.99,163981.0,True,True,4
678,BYON,Consumer Cyclical,Internet Retail,USA,1080000000.0,-999.0,-999.0,-999.0,0.68,2.08,7.18,0.2858,0.0788,0.2858,0.7161,-0.1173,3.53,-0.2743,1.74,0.08,-0.1034,-0.0069,-0.3951,0.7327,-0.8151,8.3893,23.75,2970954.0,True,True,5
91,AES,Utilities,Utilities - Diversified,USA,10860000000.0,-999.0,8.55,-999.0,0.85,5.6,3.98,0.0038,0.0456,0.0164,0.9443,0.0033,3.31,-0.1271,0.74,6.52,-0.0439,-0.0989,-0.3939,0.4195,-0.7772,16.6358,16.22,678884.0,True,True,3
1303,EHTH,Financial,Insurance Brokers,USA,184410000.0,-999.0,-999.0,-999.0,0.46,0.33,5.66,-999.0,0.2104,0.0034,0.6685,-0.1331,1.36,-0.0688,-999.0,0.12,-0.2382,-0.1492,-0.3848,0.3519,-0.9573,1.4354,6.5,105705.0,True,True,4
4077,ULBI,Industrials,Electrical Equipment & Parts,USA,119940000.0,28.99,-999.0,1.66,0.8,0.98,0.57,-999.0,0.1219,0.0102,0.2909,-0.0228,3.01,0.0346,1.63,0.23,0.0273,0.0407,-0.3806,0.9016,-0.7059,3.7662,7.34,542033.0,True,True,5
3623,SIRI,Communication Services,Entertainment,USA,18960000000.0,15.2,15.62,2.17,2.12,-999.0,0.06,0.0466,0.0987,0.0001,0.1059,-0.0506,13.57,-999.0,0.39,-999.0,0.1405,-0.0528,-0.3792,0.4864,-0.9249,99.3038,4.93,1026900.0,True,True,6
1896,HHS,Industrials,Conglomerates,USA,55300000.0,2.52,10.86,-999.0,0.28,2.7,1.98,-999.0,-0.0656,0.0261,0.3767,0.1782,1.44,2.7558,1.61,0.93,0.117,0.0525,-0.3503,0.532,-0.9757,5.9635,7.66,499095.0,True,True,4
3017,ORC,Real Estate,REIT - Mortgage,USA,417510000.0,-999.0,40.43,-999.0,1.97,0.89,3.88,0.2705,0.143,0.3588,0.2886,0.2352,2.27,-0.0863,-999.0,7.89,-0.1854,-0.0242,-0.3384,0.3703,-0.877,0.3703,8.09,346751.0,True,True,4
2960,OFIX,Healthcare,Medical Devices,USA,533020000.0,-999.0,-999.0,-999.0,0.8,0.87,0.92,-999.0,0.0084,0.0052,0.9482,-0.0057,3.5,-0.2872,1.13,0.18,-0.2039,0.1027,-0.3352,0.5144,-0.8052,1.5778,14.5,101025.0,True,True,5
1890,HGBL,Financial,Capital Markets,USA,105130000.0,6.01,8.75,-999.0,1.78,1.85,0.42,-999.0,0.2276,0.0082,0.3648,-0.1037,0.59,0.3709,1.47,0.21,0.2971,0.0203,-0.3064,0.2578,-0.9929,-999.0,2.83,155565.0,True,True,5
2416,LOCO,Consumer Cyclical,Restaurants,USA,301330000.0,11.62,13.06,0.77,0.64,1.17,0.42,0.2092,0.0197,0.0694,0.7006,0.0108,4.19,0.0943,0.39,1.04,0.0587,0.0279,-0.2805,0.1276,-0.7468,0.7174,9.15,1220686.0,True,True,3
2371,LFVN,Consumer Defensive,Packaged Foods,USA,82930000.0,27.8,9.91,2.32,0.39,3.04,1.35,-0.1319,0.0119,0.0212,0.2955,0.0971,2.25,0.1,1.03,0.5,0.014,0.0635,-0.2585,1.2397,-0.952,13.3042,6.44,176748.0,True,True,4
1886,HFFG,Consumer Defensive,Food Distribution,USA,239880000.0,-999.0,-999.0,-999.0,0.21,0.83,0.26,-0.5542,0.4172,0.0092,0.1667,-0.0224,6.92,-0.0282,0.5,0.68,-0.0071,-0.1465,-0.2504,0.2954,-0.8734,0.2954,4.43,662421.0,True,True,4
1469,FARO,Technology,Scientific & Technical Instruments,USA,435470000.0,-999.0,37.84,-999.0,1.2,1.68,4.22,-0.1092,-0.0307,0.043,0.9759,-0.0238,4.55,-0.2163,1.93,0.34,-0.166,0.0863,-0.2485,1.2311,-0.7652,20.6792,22.98,514826.0,True,True,3
559,BLFS,Healthcare,Medical Instruments & Supplies,USA,850990000.0,-999.0,-999.0,-999.0,5.5,2.49,0.91,-0.7411,0.7447,0.9739,0.9676,0.052,7.98,-0.2762,1.72,0.13,-0.6604,0.1883,-0.2483,1.1177,-0.9863,133.9286,18.89,9329481.0,True,True,4
1560,FLWS,Consumer Cyclical,Specialty Retail,USA,601620000.0,-999.0,21.94,-999.0,0.32,1.36,4.81,-999.0,0.1312,0.0015,0.365,-0.0219,4.29,-0.1163,1.12,0.63,-0.0324,-0.0851,-0.2333,0.5515,-0.766,9.9059,9.27,342450.0,True,True,4
1627,FSP,Real Estate,REIT - Office,USA,241510000.0,-999.0,-999.0,-999.0,1.55,0.34,0.13,-999.0,-0.115,0.0056,0.6489,-0.0129,0.72,-0.0735,-999.0,0.55,-0.3503,-0.0711,-0.2295,1.0909,-0.881,1.0909,2.34,202020.0,True,True,3
2420,LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,370060000.0,18.75,11.68,0.62,0.54,1.99,2.44,-999.0,0.4104,0.0787,0.9684,-0.0563,11.4,0.1196,0.64,0.87,0.0298,-0.016,-0.2277,0.6848,-0.7499,4.98,23.89,3795508.0,True,True,3
3234,POWW,Industrials,Aerospace & Defense,USA,289630000.0,-999.0,21.26,-999.0,1.95,0.8,0.46,0.2517,1.8871,0.0006,0.2481,-0.086,3.93,-0.0358,2.99,0.04,-0.1098,0.1579,-0.2238,0.5573,-0.9878,96.8,2.44,128098.0,True,True,6
1941,HOUS,Real Estate,Real Estate Services,USA,811000000.0,-999.0,95.97,-999.0,0.14,0.45,1.43,-999.0,0.0558,0.0081,1.0152,-0.0321,6.69,-0.2217,-999.0,1.79,-0.0776,0.0409,-0.2212,0.7946,-0.8672,2.512,7.34,160125.0,True,True,3
2343,LC,Financial,Credit Services,USA,938600000.0,23.95,9.89,-999.0,0.74,0.75,11.8,-999.0,0.0806,0.0288,0.7252,0.0149,1.61,0.0322,-999.0,0.02,0.0307,0.0521,-0.2161,0.8097,-0.9416,0.9838,8.56,623109.0,True,True,4
654,BVS,Healthcare,Medical Devices,USA,276750000.0,-999.0,13.16,-999.0,0.55,1.56,0.43,-0.8253,0.135,0.0146,0.3176,0.0206,4.97,-0.4706,0.94,2.31,-0.3621,-0.0835,-0.2071,4.4944,-0.7796,4.4944,4.39,165076.0,True,True,2
1703,GEG,Financial,Asset Management,USA,59850000.0,1.86,-999.0,0.09,5.92,0.85,3.65,-999.0,1.56,0.1546,0.6023,0.0145,0.7,0.5686,23.46,0.94,3.8646,-0.0063,-0.2033,0.2075,-0.9997,0.4656,1.92,1116586.0,True,True,6
1798,GPMT,Real Estate,REIT - Mortgage,USA,266670000.0,-999.0,32.15,-999.0,1.01,0.3,5.5,-999.0,0.0463,0.0272,0.5218,-0.0003,1.48,-0.0599,-999.0,2.47,-0.2704,-0.0999,-0.1928,0.3023,-0.7308,2.0467,5.17,141951.0,True,True,3
4024,TTSH,Consumer Cyclical,Home Improvement Retail,USA,281870000.0,25.34,-999.0,1.27,0.74,2.38,0.38,0.0871,0.0282,0.036,0.4386,-0.2518,4.54,0.0905,0.36,1.19,0.0286,-0.0731,-0.1747,0.5553,-0.7776,67.6714,6.33,4196799.0,True,True,3
3735,SQ,Technology,Software - Infrastructure,USA,42220000000.0,-999.0,21.98,-999.0,2.03,2.37,11.15,-0.4134,0.5741,0.0062,0.609,-0.0012,1.8,-0.0164,1.9,0.25,-0.0136,-0.0038,-0.1725,0.7696,-0.7623,7.5285,68.75,23398497.0,True,True,4
2246,KFS,Consumer Cyclical,Auto & Truck Dealerships,USA,248240000.0,7.72,-999.0,0.77,2.36,7.62,1.04,-999.0,0.1531,0.0018,0.46,0.0024,11.87,0.8873,-999.0,1.33,0.2803,0.0542,-0.1722,0.404,-0.9076,5.9643,8.77,118518.0,True,True,3
1054,CULP,Consumer Cyclical,Textile Manufacturing,USA,62600000.0,-999.0,15.21,-999.0,0.27,0.75,1.3,-999.0,-0.054,0.0228,0.4928,-0.0138,2.74,-0.2091,1.06,0.06,-0.0847,-0.0631,-0.1623,0.1952,-0.8664,3.2055,5.02,183147.0,True,True,4
3904,TGI,Industrials,Aerospace & Defense,USA,1120000000.0,-999.0,17.22,-999.0,0.82,-999.0,2.12,-999.0,-0.1355,0.0074,0.9228,-0.0588,3.14,-999.0,1.65,-999.0,-0.0389,0.0108,-0.1589,1.075,-0.8301,3.8096,14.52,285578.0,True,True,4
1664,GAIA,Communication Services,Entertainment,USA,70870000.0,-999.0,-999.0,-999.0,0.89,0.75,0.49,0.3725,0.1862,0.0173,0.264,0.0571,0.84,-0.0489,0.49,0.26,-0.0551,0.0908,-0.1444,0.4597,-0.8998,0.5024,3.08,367481.0,True,True,5
3935,TLS,Technology,Software - Infrastructure,USA,298670000.0,-999.0,-999.0,-999.0,1.97,1.82,1.44,-999.0,0.1314,0.0137,0.6156,0.0105,1.15,-0.2713,4.57,0.07,-0.305,0.0465,-0.142,1.8039,-0.8975,1.8039,4.29,562941.0,True,True,4
859,CLF,Basic Materials,Steel,USA,9940000000.0,25.47,11.46,-999.0,0.45,1.24,0.39,-0.2679,0.9332,0.0026,0.6675,0.0634,3.01,0.05,0.62,0.39,0.0181,0.0396,-0.1375,0.4467,-0.8376,39.9669,19.69,506095.0,True,True,3
1705,GEL,Energy,Oil & Gas Midstream,USA,1370000000.0,25.13,10.08,0.57,0.44,2.47,0.33,-999.0,0.0161,0.0011,0.6574,-0.0514,5.02,0.1039,0.94,2.59,0.0175,-0.0583,-0.1248,0.3894,-0.8054,5.5084,11.19,106901.0,True,True,2
2863,NRP,Energy,Thermal Coal,USA,1130000000.0,7.69,-999.0,-999.0,3.79,2.28,1.46,0.276,0.2113,0.0007,0.2856,0.0157,6.48,0.4888,1.14,0.38,0.6366,-0.0105,-0.1231,1.0018,-0.7785,18.0518,89.44,222795.0,True,True,6
3685,SNDA,Healthcare,Medical Care Facilities,USA,96930000.0,-999.0,-999.0,-999.0,0.39,-999.0,2.68,0.1513,-0.1356,1.0786,1.0288,0.0082,2.76,-999.0,-999.0,-999.0,-0.1248,0.2334,-0.1124,0.975,-0.9717,0.975,11.85,10025455.0,True,True,4
76,ADV,Communication Services,Advertising Agencies,USA,1280000000.0,-999.0,7.98,-999.0,0.3,1.18,0.57,-999.0,0.0886,0.0018,0.187,-0.0731,8.55,-0.8332,1.76,1.78,-0.3542,0.0711,-0.1093,2.4602,-0.7191,2.4602,3.91,767522.0,True,True,3
1043,CTRN,Consumer Cyclical,Apparel Retail,USA,247150000.0,-999.0,-999.0,-999.0,0.33,1.62,6.99,0.474,0.0214,1.1063,1.0031,-0.0966,12.3,-0.0571,0.48,1.59,-0.012,0.0896,-0.1087,1.0373,-0.7403,3.3194,28.94,10042378.0,True,True,3
404,AXR,Real Estate,Real Estate - Development,USA,109360000.0,5.89,-999.0,-999.0,2.67,0.96,4.12,1.6854,0.4662,0.0549,0.3787,-0.0056,2.43,0.1847,-999.0,0.0,0.4568,0.0047,-0.0808,0.7616,-0.8578,9.7017,20.75,2685134.0,True,True,6
3054,PAGP,Energy,Oil & Gas Midstream,USA,3160000000.0,19.78,10.15,-999.0,0.06,2.06,1.33,-999.0,0.21,0.0118,0.9023,0.0144,5.55,0.125,0.84,5.41,0.0039,0.0014,-0.0573,0.3633,-0.8125,4.2874,16.07,1006694.0,True,True,2
50,ACR,Real Estate,REIT - Mortgage,USA,83530000.0,-999.0,4.47,-999.0,0.39,0.19,11.86,-999.0,0.3434,0.0391,0.3611,-0.0473,0.48,0.0301,-999.0,4.07,-0.0288,0.0482,-0.0367,0.4915,-0.9564,2.4646,9.87,724526.0,True,True,3
