No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,Fundamental Score
3637,SKIN,Consumer Defensive,Household & Personal Products,USA,375430000.0,-999.0,160.49,-999.0,0.94,4.21,4.26,-999.0,0.4351,0.0049,0.7959,-0.0093,2.16,-0.5113,5.27,8.36,-0.2227,-0.015,-0.7942,1.1185,-0.9052,1.1185,2.86,1348188.0,True,True,3
3577,SEDG,Technology,Solar,Israel,4420000000.0,21.3,344.06,-999.0,1.24,1.77,18.1,-0.0272,0.3686,0.0422,0.8845,0.0173,2.54,0.0958,2.49,0.29,0.0613,-0.0309,-0.7751,0.2294,-0.8005,5.8511,77.76,1453082.0,True,True,4
1047,CTSO,Healthcare,Medical Devices,USA,53250000.0,-999.0,-999.0,-999.0,1.44,2.42,0.16,-0.1877,0.1521,0.0386,0.3099,-0.0291,5.82,-0.8131,1.36,0.97,-0.6323,-0.1517,-0.7622,0.2143,-0.9897,0.36,1.02,305002.0,True,False,4
943,COMM,Technology,Communication Equipment,USA,462290000.0,-999.0,2.85,-999.0,0.06,-999.0,2.45,-999.0,0.2325,0.0688,0.9164,-0.002,2.61,-18.3838,1.2,-999.0,-0.2674,-0.0748,-0.7493,0.6269,-0.949,0.6269,2.18,806850.0,True,False,5
3870,TCS,Consumer Cyclical,Specialty Retail,USA,69300000.0,-999.0,-999.0,-999.0,0.08,0.3,0.31,-999.0,0.0421,0.0033,0.3981,-0.0158,1.63,-0.6856,0.37,2.5,-0.2564,-0.3016,-0.732,0.4105,-0.9715,0.4105,1.34,131172.0,True,True,3
3129,PETS,Healthcare,Pharmaceutical Retailers,USA,126480000.0,-999.0,108.73,-999.0,0.47,1.11,2.53,-0.6368,-0.0101,0.0658,0.5725,-0.0886,9.12,-0.0483,1.64,0.02,-0.0225,-0.1531,-0.7061,0.0873,-0.8965,68.4516,5.98,451683.0,True,True,3
2983,OLPX,Consumer Cyclical,Specialty Retail,USA,1370000000.0,17.68,12.18,-999.0,2.88,1.64,0.66,-999.0,0.7338,0.0001,0.2014,-0.0155,4.01,0.1024,8.68,0.78,0.17,-0.1102,-0.6972,0.5613,-0.9309,0.5613,2.1,150179.0,True,True,5
3416,RILY,Financial,Financial Conglomerates,USA,567260000.0,-999.0,-999.0,-999.0,0.39,1.37,138.45,-999.0,0.3389,0.0047,0.4907,-0.0418,7.11,-0.1461,-999.0,5.94,-0.0521,-0.1328,-0.6945,0.1141,-0.8801,117.7443,18.55,2002686.0,True,True,2
462,BCOV,Technology,Software - Application,USA,98240000.0,-999.0,23.79,-999.0,0.49,1.06,0.38,0.1768,0.0645,0.0543,0.7688,0.0016,4.02,-0.2635,0.64,0.24,-0.1287,-0.0672,-0.6942,0.0762,-0.9114,0.0762,2.26,411402.0,True,True,4
3774,STEM,Technology,Software - Infrastructure,USA,520710000.0,-999.0,-999.0,-999.0,1.16,1.15,0.8,-6.974,1.0895,0.0025,0.7058,0.0211,9.12,-0.268,1.58,1.34,-0.307,-0.0134,-0.6834,0.4335,-0.9351,0.4335,3.34,231697.0,True,False,3
3616,SHYF,Industrials,Farm & Heavy Construction Machinery,USA,381650000.0,13.64,19.34,0.91,0.39,1.49,0.29,0.1749,0.1806,0.0032,0.8373,0.0129,3.79,0.1138,1.05,0.52,0.0296,-0.0396,-0.6624,0.0712,-0.7958,65.349,11.13,125473.0,True,True,5
925,CNTY,Consumer Cyclical,Resorts & Casinos,USA,103220000.0,-999.0,-999.0,-999.0,0.2,0.8,6.23,0.0109,0.2678,0.0097,0.6276,-0.0111,6.83,-0.1565,2.39,7.89,-0.042,-0.1899,-0.6579,0.1148,-0.7932,8.0667,3.4,236815.0,True,True,5
4069,UEIC,Technology,Consumer Electronics,USA,112150000.0,-999.0,26.24,-999.0,0.25,0.62,4.64,-999.0,-0.0489,0.125,0.6942,-0.0191,1.82,-0.4365,1.04,0.5,-0.22,0.0164,-0.6569,0.2336,-0.8923,3.6187,8.66,2048861.0,True,True,4
4312,WOLF,Technology,Semiconductors,USA,3650000000.0,-999.0,-999.0,-999.0,4.19,3.17,20.95,0.0117,0.0751,0.0094,1.0669,-0.023,3.89,-0.3157,4.54,4.6,-0.8654,-0.2238,-0.6566,0.1622,-0.7961,43.221,29.02,855351.0,True,False,4
2934,NYCB,Financial,Banks - Regional,USA,3540000000.0,1.47,5.42,-999.0,0.43,0.34,-999.0,0.3289,0.5667,0.0128,0.6939,0.002,1.3,0.239,-999.0,1.97,0.2815,-0.4822,-0.6554,0.3611,-0.8622,3.4099,4.9,463017.0,True,True,5
2054,IHRT,Communication Services,Broadcasting,USA,403600000.0,-999.0,33.31,-999.0,0.11,-999.0,1.48,0.1753,0.0317,0.0052,0.7629,-0.0056,7.05,-12.3276,1.82,-999.0,-0.2719,0.1045,-0.6508,0.5718,-0.9012,0.5718,2.79,205950.0,True,False,6
211,AMRC,Industrials,Engineering & Construction,USA,1190000000.0,26.14,12.78,0.96,0.94,1.37,3.15,0.1676,0.2426,0.0032,0.6083,-0.0038,7.98,0.0559,1.13,1.71,0.0368,-0.1704,-0.6384,0.2418,-0.7757,4.844,22.85,1258488.0,True,True,4
2448,LUMN,Communication Services,Telecom Services,USA,1530000000.0,-999.0,-999.0,-999.0,0.11,0.69,2.21,-0.4515,-0.0897,0.0872,0.6764,0.0065,8.87,-1.8975,1.07,48.2,-0.7074,-0.0113,-0.6337,0.9485,-0.969,0.9485,1.52,1617366.0,True,True,3
1210,DOUG,Real Estate,Real Estate Services,USA,163170000.0,-999.0,-999.0,-999.0,0.17,0.66,1.48,-999.0,0.1573,0.0093,0.5322,-0.0028,0.44,-0.174,-999.0,0.55,-0.0491,-0.2312,-0.6285,0.172,-0.8474,0.172,1.84,315273.0,True,True,4
3734,SPWH,Consumer Cyclical,Specialty Retail,USA,139910000.0,-999.0,-999.0,-999.0,0.11,0.51,0.08,0.1883,0.1621,0.0959,0.947,-0.0691,4.53,-0.0332,0.09,2.01,-0.0071,-0.128,-0.6239,0.255,-0.7974,0.255,3.74,571111.0,True,True,4
1776,GNSS,Technology,Scientific & Technical Instruments,USA,68450000.0,-999.0,33.32,-999.0,1.47,1.71,0.25,-0.3399,0.135,0.2791,0.4228,-0.0143,2.28,-0.4369,1.63,0.16,-0.3942,-0.0893,-0.6179,0.0298,-0.8951,4.2429,1.55,2967750.0,True,True,4
1960,HROW,Healthcare,Drug Manufacturers - Specialty & Generic,USA,379300000.0,-999.0,68.93,-999.0,3.32,5.01,2.1,0.0303,0.2243,0.0156,0.7674,-0.0457,8.32,-0.3692,5.33,2.5,-0.1244,0.0824,-0.6177,0.4211,-0.9325,20.6,10.8,990926.0,True,False,4
1641,FTK,Energy,Oil & Gas Equipment & Services,USA,88680000.0,-999.0,9.2,-999.0,0.46,0.89,0.15,-0.0527,0.269,0.0793,0.1046,-0.0069,7.84,0.0597,1.27,0.14,0.0185,-0.1056,-0.6076,0.0755,-0.9909,1.4917,2.99,336549.0,True,False,5
328,ASPS,Real Estate,Real Estate Services,Luxembourg,73140000.0,-999.0,-999.0,-999.0,0.47,-999.0,1.38,-999.0,-0.3213,0.0059,0.2376,-0.0305,7.73,-999.0,-999.0,-999.0,-0.3538,-0.1747,-0.5994,0.1572,-0.9839,0.1572,2.76,300002.0,True,True,3
9,AAP,Consumer Cyclical,Specialty Retail,USA,3770000000.0,20.29,17.22,-999.0,0.33,1.42,5.34,0.0518,0.0392,0.0164,0.9792,-0.0344,3.11,0.0694,0.27,1.51,0.0165,0.033,-0.5916,0.3262,-0.7412,4.1338,63.3,580486.0,True,True,3
3435,RMAX,Real Estate,Real Estate Services,USA,175650000.0,-999.0,7.19,-999.0,0.53,0.42,6.62,-0.109,0.1453,0.2758,0.887,-0.08,1.05,-0.1306,-999.0,1.17,-0.1799,-0.1415,-0.5844,0.1185,-0.8573,0.1185,9.63,4078251.0,True,True,3
2494,MATV,Basic Materials,Specialty Chemicals,USA,654190000.0,-999.0,9.36,-999.0,0.26,0.98,1.56,-999.0,0.2195,0.0067,0.9838,0.8559,1.84,-0.5259,1.36,2.67,-0.1854,-0.0951,-0.5836,0.1197,-0.81,1.0991,12.07,143860.0,True,True,4
519,BHR,Real Estate,REIT - Hotel & Motel,USA,143860000.0,-999.0,-999.0,-999.0,0.2,0.42,3.13,-999.0,0.2704,0.0037,0.5778,0.0277,5.52,-0.0142,-999.0,1.49,-0.077,-0.0753,-0.5824,0.1414,-0.9054,0.9123,2.18,201226.0,True,True,3
1131,DDD,Technology,Computer Hardware,USA,660480000.0,-999.0,93.75,-999.0,1.31,0.95,3.34,-0.1021,-0.055,0.024,0.6506,-0.0184,5.2,-0.1335,4.25,0.76,-0.1892,-0.1096,-0.5802,0.4143,-0.9491,8.9,4.95,493400.0,True,True,4
1952,HQI,Industrials,Staffing & Employment Services,USA,178340000.0,20.01,15.09,-999.0,4.93,2.84,0.08,0.2251,0.2907,0.0056,0.1067,-0.0724,6.75,0.1449,1.51,0.24,0.2444,-0.1249,-0.5633,0.0363,-0.8792,20.3833,12.83,829608.0,True,True,6
3807,SUP,Consumer Cyclical,Auto Parts,USA,91010000.0,-999.0,2.7,-999.0,0.06,-999.0,6.28,-999.0,0.0395,0.0083,0.255,-0.0035,1.73,-0.5159,1.49,4.07,-0.0759,0.0435,-0.561,0.3012,-0.9398,10.563,3.24,138914.0,True,True,4
1819,GRWG,Consumer Cyclical,Specialty Retail,USA,141630000.0,-999.0,-999.0,-999.0,0.61,0.71,1.09,-0.7178,1.0045,0.2702,0.3537,-0.0188,3.01,-0.1587,2.17,0.22,-0.148,-0.0787,-0.5532,0.3051,-0.9659,0.54,2.31,1976973.0,True,True,5
1358,EP,Energy,Oil & Gas E&P,USA,137340000.0,-999.0,-999.0,-999.0,3.52,7.3,0.48,-999.0,5.0266,0.2258,0.4248,0.5859,7.3,-0.4623,1.0,0.89,-0.2552,-0.2727,-0.5522,0.0601,-0.9412,186.5,6.0,10076607.0,True,True,3
661,BWEN,Industrials,Specialty Industrial Machinery,USA,54620000.0,15.16,-999.0,0.63,0.28,1.02,0.08,-0.1484,0.1207,0.0164,0.3407,0.2121,1.39,0.0724,0.71,0.9,0.0189,0.03,-0.5479,0.2687,-0.9912,2.825,2.55,129503.0,True,True,3
3184,PL,Industrials,Aerospace & Defense,USA,662730000.0,-999.0,-999.0,-999.0,3.09,1.24,1.13,0.322,-0.0957,0.0008,0.2679,0.0874,5.14,-0.2629,2.94,0.05,-0.6902,-0.0101,-0.536,0.1658,-0.8091,0.1658,2.32,254640.0,True,False,4
3008,OPK,Healthcare,Diagnostics & Research,USA,811710000.0,-999.0,-999.0,-999.0,0.94,0.56,0.18,0.0351,0.0761,0.0224,0.242,-0.0275,9.41,-0.1351,1.44,0.21,-0.2394,-0.1769,-0.5313,0.233,-0.9453,4.0,1.05,7902520.0,True,True,6
2289,KRMD,Healthcare,Medical Instruments & Supplies,USA,96820000.0,-999.0,-999.0,-999.0,3.38,3.53,0.24,-999.0,0.1344,0.0245,0.5605,0.0109,8.99,-0.2754,4.03,0.17,-0.2878,-0.0523,-0.5268,0.0716,-0.8349,140.3333,2.12,114742.0,True,False,4
3437,RMBL,Consumer Cyclical,Auto & Truck Dealerships,USA,227250000.0,-999.0,-999.0,-999.0,0.16,0.62,1.7,0.0085,1.5075,0.3519,0.3821,0.0446,4.19,-1.0017,0.31,4.67,-0.233,-0.0763,-0.5207,0.2706,-0.9705,1.16,6.48,18938090.0,True,False,4
1094,CYH,Healthcare,Medical Care Facilities,USA,532150000.0,2.16,36.87,-999.0,0.04,-999.0,0.67,-999.0,-0.0345,0.0977,0.7965,-0.0765,2.86,-999.0,1.36,-999.0,0.0188,0.1899,-0.5144,0.9353,-0.9273,1.1732,3.89,2110000.0,True,True,4
3660,SLQT,Financial,Insurance Brokers,USA,239850000.0,-999.0,-999.0,-999.0,0.21,0.72,0.06,-999.0,0.3806,0.0189,0.3501,0.0171,1.96,-0.1399,2.11,2.15,-0.0433,0.1251,-0.5136,0.6724,-0.9567,1.8039,1.43,759170.0,True,True,4
1759,GLT,Basic Materials,Paper & Paper Products,USA,101900000.0,-999.0,-999.0,-999.0,0.07,0.4,1.25,-999.0,0.1543,2.3633,0.7852,-0.0402,1.1,-0.3614,1.15,3.37,-0.0726,0.4168,-0.5071,0.808,-0.9294,0.808,2.26,2374207.0,True,True,4
1850,HAIN,Consumer Defensive,Packaged Foods,USA,866860000.0,-999.0,20.39,-999.0,0.49,0.87,0.6,-999.0,-0.0597,0.0673,0.9497,0.0563,2.52,-0.1505,1.14,0.91,-0.0888,-0.1005,-0.5028,0.071,-0.8634,6.72,9.65,824794.0,True,True,4
894,CMP,Basic Materials,Other Industrial Metals & Mining,USA,855120000.0,-999.0,19.73,-999.0,0.72,1.86,0.93,-0.215,-0.0317,0.0206,0.978,-0.0141,4.17,-0.124,1.15,1.99,-0.0503,-0.1192,-0.497,0.0964,-0.789,0.5923,20.7,200256.0,True,True,2
3950,TNDM,Healthcare,Medical Devices,USA,1520000000.0,-999.0,-999.0,-999.0,1.97,4.84,7.64,0.3516,0.4741,0.0262,1.0685,0.0197,3.67,-0.5666,3.28,1.33,-0.2702,-0.0739,-0.4805,0.686,-0.923,9.8878,23.3,241507.0,True,True,4
4153,VFC,Consumer Cyclical,Apparel Manufacturing,USA,5950000000.0,-999.0,11.32,-999.0,0.55,2.82,2.54,-0.3444,0.0021,0.0036,0.8863,0.0046,3.41,-0.282,0.7,3.48,-0.0708,-0.1243,-0.473,0.1907,-0.8474,33.3908,15.3,597804.0,True,True,2
1766,GME,Consumer Cyclical,Specialty Retail,USA,4480000000.0,-999.0,104.71,-999.0,0.78,3.55,3.98,-999.0,-0.0663,0.0001,0.2861,-0.0447,9.8,-0.0065,0.94,0.49,-0.0014,-0.0574,-0.4698,0.2397,-0.8786,21.8171,14.66,111791.0,True,False,2
2779,NEWT,Financial,Banks - Regional,USA,275340000.0,11.13,6.06,3.71,1.31,1.33,9.07,-0.0991,0.1434,0.0092,0.3661,-0.1081,12.32,0.0851,-999.0,4.8,0.1202,-0.1589,-0.4638,0.0391,-0.7856,269.6425,11.17,232323.0,True,True,3
427,BALY,Consumer Cyclical,Resorts & Casinos,USA,515510000.0,-999.0,-999.0,-999.0,0.21,0.57,6.53,-999.0,0.7904,0.0124,0.6461,-0.1428,5.64,-0.3989,0.64,5.42,-0.1643,-0.0771,-0.4619,0.5522,-0.8512,0.5651,11.3,760257.0,True,False,3
213,AMRN,Healthcare,Drug Manufacturers - General,Ireland,498430000.0,-999.0,-999.0,-999.0,1.54,0.9,0.79,-0.0085,0.2237,0.1709,0.285,-0.0729,5.49,-0.0921,1.74,0.02,-0.1623,0.2367,-0.4378,0.874,-0.9991,1.6522,1.22,301076.0,True,True,5
1782,GOCO,Financial,Insurance Brokers,USA,124050000.0,-999.0,-999.0,-999.0,0.24,0.54,2.76,-999.0,0.4542,0.0043,0.5518,-0.0809,13.9,-0.4465,-999.0,2.6,-0.2391,-0.0246,-0.4315,0.8426,-0.967,1.6322,12.99,100275.0,True,False,3
4071,UFI,Consumer Cyclical,Textile Manufacturing,USA,108540000.0,-999.0,9.22,-999.0,0.19,0.37,1.99,-999.0,-0.0027,0.1063,0.5487,-0.085,2.33,-0.1712,1.69,0.48,-0.0918,-0.059,-0.4314,0.031,-0.9542,3.5379,5.99,2095403.0,True,True,4
3888,TELA,Healthcare,Medical Devices,USA,170700000.0,-999.0,-999.0,-999.0,3.22,5.59,2.38,-0.0237,0.5174,0.0032,0.6218,0.1728,4.96,-1.6249,4.43,1.33,-0.8243,0.0925,-0.4258,0.6458,-0.704,0.6458,6.97,109602.0,True,False,3
2641,MPAA,Consumer Cyclical,Auto Parts,USA,168650000.0,-999.0,6.94,-999.0,0.23,0.6,0.73,-999.0,0.0996,0.197,0.8248,0.0097,9.54,-0.1646,0.39,0.82,-0.0679,-0.0792,-0.4235,1.0188,-0.7904,20.1692,8.6,1073777.0,True,True,4
3054,PACK,Consumer Cyclical,Packaging & Containers,USA,384960000.0,-999.0,-999.0,-999.0,1.18,0.67,0.63,-3.7924,0.0626,0.0182,0.8664,-0.0538,2.85,-0.0422,2.28,0.72,-0.0772,-0.0313,-0.4208,0.7719,-0.8916,0.7719,4.66,550472.0,True,False,5
2717,MX,Technology,Semiconductors,South Korea,262410000.0,-999.0,-999.0,-999.0,1.07,0.76,4.3,-999.0,-0.1665,0.0235,0.7478,-0.0038,1.87,-0.072,5.12,0.01,-0.1123,-0.0341,-0.4204,0.0611,-0.7491,1.1839,6.77,310924.0,True,True,4
1579,FNKO,Consumer Cyclical,Leisure,USA,397730000.0,-999.0,-999.0,-999.0,0.35,1.65,0.63,-999.0,0.2105,0.0886,0.6468,0.0526,9.01,-0.5812,0.58,1.68,-0.1631,0.102,-0.4121,0.4972,-0.7465,1.5288,7.89,10196596.0,True,True,2
3685,SNCR,Technology,Software - Infrastructure,USA,64290000.0,-999.0,-999.0,-999.0,0.27,1.64,1.69,0.4775,-0.0614,1.3778,0.4956,-0.1394,2.32,-0.2961,1.15,1.55,-0.1937,0.1012,-0.4112,1.2963,-0.9873,1.2963,6.2,845266.0,True,False,3
209,AMPY,Energy,Oil & Gas E&P,USA,236950000.0,0.65,5.66,0.04,0.72,0.68,0.16,-999.0,0.2776,0.0208,0.4136,0.0224,2.61,2.3235,0.72,0.37,1.102,0.0131,-0.4076,0.1089,-0.7576,11.3046,6.06,129249.0,True,True,5
1962,HRTG,Financial,Insurance - Property & Casualty,USA,174710000.0,5.5,4.41,-999.0,0.24,1.03,-999.0,-1.6874,0.0847,0.0091,0.34,-0.1262,0.94,0.1997,-999.0,1.0,0.0372,-0.1489,-0.4065,2.0904,-0.787,4.1875,5.81,499986.0,True,True,2
2841,NOTV,Healthcare,Diagnostics & Research,USA,127920000.0,-999.0,-999.0,-999.0,0.22,0.5,0.85,-1.8424,1.3362,0.0212,0.2478,-0.0915,3.88,-0.1241,1.15,1.69,-0.0567,0.4407,-0.401,2.0807,-0.9182,7.2667,4.96,163981.0,True,True,4
4193,VOXX,Technology,Consumer Electronics,USA,203400000.0,-999.0,-999.0,-999.0,0.41,0.64,0.46,-1.0406,0.032,0.0028,0.4285,-0.0792,9.08,-0.114,0.84,0.16,-0.0787,-0.094,-0.3898,0.2422,-0.8759,8.0,9.0,31672250.0,True,True,4
3249,PRCH,Technology,Software - Application,USA,235310000.0,-999.0,-999.0,-999.0,0.62,-999.0,3.95,-999.0,0.6985,0.113,0.4807,-0.1374,5.42,-4.283,1.01,-999.0,-0.4395,-0.026,-0.3897,3.8081,-0.9135,3.8081,2.38,1879859.0,True,False,5
91,AES,Utilities,Utilities - Diversified,USA,11020000000.0,-999.0,8.67,-999.0,0.86,5.68,3.98,0.0038,0.0456,0.0164,0.942,0.0033,3.31,-0.1271,0.74,6.52,-0.0439,-0.0858,-0.3851,0.4401,-0.7739,16.8913,16.46,678884.0,True,True,3
3626,SIRI,Communication Services,Entertainment,USA,18830000000.0,15.1,15.51,2.16,2.1,-999.0,0.06,0.0466,0.0987,0.0001,0.1044,-0.0506,13.57,-999.0,0.39,-999.0,0.1405,-0.0595,-0.3836,0.4759,-0.9254,98.5924,4.9,1026900.0,True,True,6
1687,GCI,Communication Services,Publishing,USA,334980000.0,16.56,129.46,-999.0,0.12,1.03,0.74,-1.0116,0.2268,0.0153,0.6394,0.0045,18.84,0.0871,0.77,4.05,0.0102,-0.0217,-0.375,0.3889,-0.9127,2.5714,2.25,753800.0,True,False,2
679,BYON,Consumer Cyclical,Internet Retail,USA,1120000000.0,-999.0,-999.0,-999.0,0.71,2.17,7.18,0.2858,0.0788,0.2819,0.7174,-0.1173,3.53,-0.2743,1.74,0.08,-0.1034,0.033,-0.3708,0.8023,-0.8077,8.7668,24.71,2970954.0,True,True,5
3477,RRGB,Consumer Cyclical,Restaurants,USA,160840000.0,-999.0,-999.0,-999.0,0.13,-999.0,3.93,-999.0,0.0177,0.4819,0.7695,-0.1342,17.11,-2.4035,0.42,-999.0,-0.0401,-0.0427,-0.3703,0.496,-0.8906,1.5718,10.39,2996123.0,True,False,4
2368,LFMD,Healthcare,Health Information Services,USA,232460000.0,-999.0,-999.0,-999.0,1.71,-999.0,0.39,-0.6117,1.0652,0.0151,0.2497,-0.0227,2.81,-7.1995,0.65,-999.0,-0.2349,-0.1438,-0.3491,4.2018,-0.8204,38.5333,5.93,501018.0,True,False,4
1206,DOMO,Technology,Software - Application,USA,435780000.0,-999.0,-999.0,-999.0,1.37,-999.0,1.57,0.1432,0.2133,0.026,0.6515,0.0071,3.01,-999.0,0.56,-999.0,-0.2409,0.1798,-0.3458,0.5296,-0.879,0.5617,11.9,1749437.0,True,False,5
1305,EHTH,Financial,Insurance Brokers,USA,196250000.0,-999.0,-999.0,-999.0,0.49,0.35,5.66,-999.0,0.2104,0.0034,0.6844,-0.1331,1.36,-0.0688,-999.0,0.12,-0.2382,-0.0946,-0.3453,0.4387,-0.9545,1.5918,6.92,105705.0,True,True,4
2727,MYO,Healthcare,Medical Devices,USA,97590000.0,-999.0,-999.0,-999.0,5.27,8.85,0.42,0.5558,0.624,0.0393,0.4046,-0.0051,0.77,-0.8336,2.52,0.06,-0.424,-0.0998,-0.3405,8.9191,-0.9947,8.9729,3.68,297497.0,True,False,5
2963,OFIX,Healthcare,Medical Devices,USA,530080000.0,-999.0,-999.0,-999.0,0.79,0.86,0.92,-999.0,0.0084,0.0052,0.9275,-0.0057,3.5,-0.2872,1.13,0.18,-0.2039,0.0967,-0.3388,0.506,-0.8063,1.5636,14.42,101025.0,True,True,5
1897,HHS,Industrials,Conglomerates,USA,56680000.0,2.58,11.13,-999.0,0.29,2.76,1.98,-999.0,-0.0656,0.0261,0.382,0.1782,1.44,2.7558,1.61,0.93,0.117,0.0786,-0.3342,0.57,-0.9751,6.1364,7.85,499095.0,True,True,4
1048,CTV,Communication Services,Advertising Agencies,USA,217870000.0,-999.0,-999.0,-999.0,1.61,1.13,0.34,-999.0,0.3601,0.0059,0.2489,0.0711,3.98,-0.1693,4.37,0.11,-0.2496,0.0383,-0.329,1.0667,-0.8504,1.0667,1.55,298860.0,True,False,4
2606,MMLP,Energy,Oil & Gas Midstream,USA,86380000.0,-999.0,27.75,-999.0,0.1,-999.0,0.0,-999.0,0.0228,0.0379,0.3512,0.0113,2.77,-999.0,0.87,-999.0,-0.0062,-0.0782,-0.3273,0.1385,-0.9546,1.453,2.22,1019215.0,True,False,4
3019,ORC,Real Estate,REIT - Mortgage,USA,425510000.0,-999.0,41.2,-999.0,2.01,0.91,3.88,0.2705,0.143,0.3588,0.2892,0.2352,2.27,-0.0863,-999.0,7.89,-0.1854,-0.0055,-0.3257,0.3966,-0.8747,0.3966,8.24,346751.0,True,True,4
94,AEYE,Technology,Software - Application,USA,63370000.0,-999.0,48.45,-999.0,2.03,8.15,0.28,0.504,0.5553,0.0232,0.14,-0.0273,2.09,-0.7528,0.75,0.11,-0.2329,0.129,-0.3245,0.4206,-0.9289,6.8963,5.33,508376.0,True,False,4
1891,HGBL,Financial,Capital Markets,USA,104390000.0,5.97,8.69,-999.0,1.77,1.84,0.42,-999.0,0.2276,0.0082,0.3648,-0.1037,0.59,0.3709,1.47,0.21,0.2971,0.013,-0.3113,0.2489,-0.993,-999.0,2.81,155565.0,True,True,5
327,ASPN,Industrials,Building Products & Equipment,USA,915840000.0,-999.0,-999.0,-999.0,4.28,2.06,1.24,-0.2042,0.1877,0.0315,0.8998,0.0058,5.5,-0.1854,2.71,0.33,-0.2564,-0.07,-0.307,1.2535,-0.8181,6.5,12.0,378338.0,True,False,4
3565,SCWX,Technology,Software - Infrastructure,USA,604540000.0,-999.0,400.57,-999.0,1.54,1.2,0.67,-0.599,-0.0249,0.0002,0.1049,-0.005,2.67,-0.2174,0.64,0.02,-0.3004,0.0511,-0.3032,0.2981,-0.7393,0.3277,7.01,121618.0,True,False,2
