No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,Fundamental Score
465,BCOV,RUT,Technology,Software - Application,USA,87860000.0,-999.0,-999.0,-999.0,0.44,0.94,4.72,-999.0,0.43,-999.0,-999.0,0.01,-1.0,0.875,-0.0625,0.15,0.0423,0.0186,0.5489,0.0575,0.0608,0.8115,0.0016,0.0289,-0.2332,-0.2057,0.67,0.67,0.18,0.23,0.6135,-0.1138,-0.005,-0.1106,-0.196,-0.6082,0.7,-0.1405,-0.6127,0.1105,-0.9212,0.1105,Feb 22/a,2.01,349574.0,True,True,4
3442,RMAX,RUT,Real Estate,Real Estate Services,USA,145510000.0,-999.0,5.51,-999.0,0.45,0.35,1.16,6.66,6.88,0.0867,2.8378,0.21,-0.0868,0.1632,-999.0,-999.0,0.1243,-0.0574,-7.2756,0.1021,0.2249,0.937,-0.0798,0.0268,-0.1547,-0.0782,-999.0,-999.0,1.15,1.18,0.643,-0.2119,-0.0744,-0.2462,-0.1768,-0.5768,1.41,-0.2543,-0.6113,0.0166,-0.8821,0.0166,Feb 22/a,7.96,3741086.0,True,True,3
336,ASYS,-999,Technology,Semiconductor Equipment & Materials,USA,68400000.0,-999.0,24.1,-999.0,0.59,0.86,4.02,-999.0,1.2,-999.0,-999.0,-0.14,0.0674,1.241,-999.0,0.2,0.047,0.156,-2.367,0.2024,0.0376,0.6638,-0.0081,0.0065,-0.2183,-0.1971,2.99,1.69,0.22,0.26,0.3511,-0.1645,-0.0021,0.1931,-0.3765,-0.4997,1.45,0.1211,-0.5977,0.4303,-0.8435,4.1413,Feb 09/a,4.82,415800.0,True,True,5
2540,MEI,RUT,Technology,Electronic Components,USA,730160000.0,-999.0,17.53,-999.0,0.63,0.87,5.96,14.6,3.44,0.0273,0.2671,0.08,-0.8524,2.7742,0.0659,0.15,0.0541,-0.0883,-3.0691,0.0651,0.0106,0.9608,-0.015,0.0311,-0.0303,-0.0221,2.92,2.07,0.41,0.43,0.1848,-0.0228,-0.0425,-0.0247,-0.1587,-0.591,0.91,-0.0408,-0.5905,0.0301,-0.6008,77.5479,Mar 07/b,20.51,529136.0,True,True,6
147,ALB,S&P 500,Basic Materials,Specialty Chemicals,USA,12840000000.0,8.2,12.1,-999.0,1.34,1.36,14.43,-999.0,7.58,0.0152,0.1198,0.22,-0.7847,0.8874,0.1609,-0.0876,0.3025,-0.101,-1.5481,0.0032,0.0037,0.9527,0.0171,0.1038,0.1809,0.1204,1.47,0.86,0.39,0.46,0.1248,0.1636,-0.1492,-0.0425,-0.1328,-0.5782,1.65,-0.1379,-0.5844,0.0093,-0.673,16.8612,Feb 14/a,109.4,167314.0,True,True,5
1813,GRWG,RUT,Consumer Cyclical,Specialty Retail,USA,129980000.0,-999.0,-999.0,-999.0,0.56,0.65,1.95,-999.0,1.09,-999.0,-999.0,-0.09,0.8347,0.1925,-0.7178,0.2,1.0045,-0.2141,-0.0127,0.071,0.2702,0.3635,-0.0188,0.0524,-0.1587,-0.1445,4.05,2.17,0.18,0.22,0.1851,-0.148,-0.014,-0.1167,-0.2715,-0.5214,2.97,-0.1017,-0.576,0.1977,-0.9687,0.4133,Mar 13/a,2.12,1976973.0,True,True,5
1358,EP,RUT,Energy,Oil & Gas E&P,USA,131160000.0,-999.0,-999.0,-999.0,3.36,6.97,11.89,-999.0,0.48,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0266,-0.2995,-14.4333,0.2985,0.2258,0.4314,0.5859,0.0354,-0.4623,-0.3366,1.08,1.0,0.57,0.89,0.1718,-0.2552,-0.0205,-0.1198,-0.3598,-0.5326,1.39,-0.2141,-0.5724,0.0651,-0.9438,178.0625,Mar 28/a,5.73,10076607.0,True,True,3
1946,HQI,RUT,Industrials,Staffing & Employment Services,USA,177920000.0,19.96,15.06,-999.0,4.92,2.83,160.29,24.51,0.08,0.0187,0.2643,-0.06,-0.5934,1.2973,0.2251,-999.0,0.2907,-0.0096,-0.6543,0.6202,0.0022,0.1207,-0.0724,0.0206,0.1449,0.1398,1.51,1.51,0.0,0.24,-999.0,0.2444,-0.0574,-0.0146,-0.1369,-0.4408,1.12,-0.0797,-0.5643,0.0339,-0.8795,20.3333,Nov 08/a,12.8,282538.0,True,True,6
1753,GLT,RUT,Basic Materials,Paper & Paper Products,USA,93010000.0,-999.0,-999.0,-999.0,0.07,0.36,1.7,-999.0,1.21,-999.0,-999.0,-999.0,-999.0,-999.0,0.1544,0.002,0.1093,-0.1431,0.749,0.0556,0.6743,0.7747,-0.0402,0.0678,-0.2717,-0.0712,2.16,1.1,3.32,3.37,0.0923,-0.0571,-0.0679,0.5147,0.3038,-0.4507,1.71,0.139,-0.5507,0.648,-0.9356,0.648,Feb 22/b,2.06,1289743.0,True,True,5
1574,FNKO,RUT,Consumer Cyclical,Leisure,USA,325400000.0,-999.0,-999.0,-999.0,0.29,1.35,10.2,-999.0,0.63,-999.0,-999.0,-0.02,-2.685,0.7594,-999.0,0.194,0.2105,-0.144,-2.6058,0.3894,0.0426,0.669,0.0526,0.1263,-0.5812,-0.4189,0.96,0.58,0.91,1.68,0.2289,-0.1631,-0.1158,-0.1682,-0.0521,-0.3467,1.07,-0.117,-0.519,0.2249,-0.7926,1.0689,Mar 07/a,6.45,4167795.0,True,True,2
1000,CRMT,RUT,Consumer Cyclical,Auto & Truck Dealerships,USA,399690000.0,-999.0,11.72,-999.0,0.28,0.84,4.23,-999.0,14.79,-999.0,0.0,-1.09,-2.2299,2.3948,-0.0872,-999.0,0.1833,0.0277,-10.0036,0.1024,0.1108,0.9448,0.0024,0.2156,-0.0406,-0.0154,7.49,6.86,1.69,1.7,0.4354,-0.0137,-0.0763,0.0048,-0.1712,-0.2851,1.69,-0.0485,-0.5112,0.0857,-0.6475,374.3,Mar 08/b,62.55,3960766.0,True,True,4
1770,GNSS,-999,Technology,Scientific & Technical Instruments,USA,88060000.0,-999.0,11.94,-999.0,2.17,2.17,6.49,-999.0,0.31,-999.0,-999.0,-0.13,0.1333,1.6442,-0.3399,0.15,0.135,-0.5842,-0.6088,0.1552,0.2784,0.4029,-0.0143,0.0067,-0.4903,-0.4848,2.34,1.74,0.1,0.12,0.4541,-0.5331,0.0152,0.2422,0.2121,-0.4709,0.46,0.1213,-0.4898,0.3245,-0.8651,5.7433,Feb 13/a,2.0,2967750.0,True,True,4
1908,HLLY,RUT,Consumer Cyclical,Auto Parts,USA,493020000.0,25.51,9.35,-999.0,0.75,1.11,13.39,6.0,0.31,-999.0,0.0,0.06,0.5599,0.3582,-999.0,-999.0,0.4734,0.01,1.0769,0.5812,0.0005,0.3695,-0.0144,0.048,0.0448,0.0188,3.2,1.1,1.31,1.31,0.3661,0.0291,-0.1443,-0.1461,-0.0258,0.7811,1.53,-0.1264,-0.4851,1.1503,-0.7173,1.2073,Feb 28/b,4.15,138484.0,True,True,3
4207,VOXX,RUT,Technology,Consumer Electronics,USA,174250000.0,-999.0,-999.0,-999.0,0.35,0.55,16.77,17.37,0.46,-999.0,-999.0,-999.0,-999.0,-999.0,-1.0406,0.1,0.0698,-0.0545,-0.7296,0.5784,0.0001,0.4252,-0.0792,0.0329,-0.114,-0.1058,1.81,0.84,0.15,0.16,0.2052,-0.0787,-0.1395,-0.0586,-0.3026,-0.3654,1.31,-0.1548,-0.4773,0.0642,-0.8937,6.71,Jan 09/a,7.71,31387500.0,True,True,4
2057,ILMN,"NDX, S&P 500",Healthcare,Diagnostics & Research,USA,21400000000.0,-999.0,54.62,-999.0,4.75,3.73,20.3,75.89,6.63,-999.0,-999.0,0.04,0.0194,1.8129,-999.0,0.229,0.074,0.036,-0.2492,0.0045,0.0099,0.9111,0.0273,0.0303,-0.1881,-0.1466,1.66,1.29,0.38,0.39,0.6097,-0.2578,-0.0363,-0.0661,0.2267,-0.3912,1.19,-0.0339,-0.4354,0.5133,-0.7577,156.5205,Feb 08/a,134.68,956127.0,True,True,4
3791,STGW,RUT,Communication Services,Advertising Agencies,USA,632100000.0,-999.0,6.56,-999.0,0.25,1.84,5.28,9.55,0.99,-999.0,0.0,0.14,0.3889,0.0084,-999.0,0.06,0.2696,-0.0882,1.2087,0.0415,0.005,0.7983,0.0093,0.0321,-0.0055,-0.0013,0.75,0.83,4.0,4.19,0.3042,-0.0009,-0.0047,-0.1876,0.0058,-0.3438,1.06,-0.1909,-0.4323,0.3699,-0.8171,6.86,Feb 27/b,5.24,129959.0,True,True,2
2780,NEWT,RUT,Financial,Banks - Regional,USA,274600000.0,11.1,5.53,3.7,1.31,1.32,1.23,-999.0,9.07,0.0655,2.0595,0.28,0.0784,0.0982,-0.0991,0.03,0.1434,0.8159,-999.0,0.0673,0.0076,0.3811,-0.1081,0.0801,0.0851,0.0198,-999.0,-999.0,4.62,4.8,0.8122,0.1202,-0.0237,-0.0438,-0.2009,-0.2884,1.3,-0.1035,-0.4247,0.0363,-0.7862,268.9156,Mar 06/b,11.14,137013.0,True,True,3
3389,REI,RUT,Energy,Oil & Gas E&P,USA,273880000.0,3.87,2.93,0.1,0.76,0.37,1956.3,-999.0,0.0,-999.0,0.0,0.12,-0.4747,0.0214,1.0074,0.37,0.4283,-0.0077,-1.078,0.3651,0.0021,0.2446,1.0265,0.1123,0.1105,0.0588,0.39,0.35,0.59,0.59,0.6935,0.1897,-0.021,0.0769,-0.1411,-0.3913,1.73,0.003,-0.4239,0.12,-0.9321,2.255,Mar 07/a,1.4,261680.0,True,True,6
1305,EHTH,RUT,Financial,Insurance Brokers,USA,182610000.0,-999.0,-999.0,-999.0,0.4,0.3,1.5,-999.0,4.2,-999.0,-999.0,-0.6,0.0093,0.0578,-999.0,-999.0,0.1917,0.2615,2.1116,0.08,0.0065,0.7487,-0.1308,0.0325,-0.031,-0.0665,-999.0,-999.0,0.11,0.11,0.9521,-0.1469,-0.0322,-0.132,-0.2161,-0.3012,0.4,-0.1225,-0.403,0.3119,-0.9585,1.3633,Feb 27/b,6.31,105705.0,True,True,4
1935,HOUS,RUT,Real Estate,Real Estate Services,USA,622060000.0,-999.0,7.22,-999.0,0.11,0.37,5.23,5.41,1.08,-999.0,-999.0,-0.67,1.0778,10.3827,-999.0,-0.012,0.0079,-0.0552,0.7659,0.0555,0.0049,1.0035,-0.0325,0.06,-0.0563,-0.0228,-999.0,-999.0,1.53,1.85,0.0834,-0.0172,-0.074,-0.2288,-0.0522,0.0054,2.49,-0.2094,-0.4027,0.3765,-0.8982,1.6938,Feb 15/b,5.63,160125.0,True,True,3
4167,VFC,S&P 500,Consumer Cyclical,Apparel Manufacturing,USA,6150000000.0,-999.0,11.72,-999.0,0.57,2.92,6.22,5.49,2.54,0.0493,5.9286,0.03,-0.4818,0.2409,-0.3444,0.002,0.0021,-0.162,-1.0835,0.0574,0.0062,0.8773,0.0046,0.094,-0.282,-0.0957,1.23,0.7,2.79,3.48,0.5134,-0.0708,-0.0156,-0.051,-0.1255,-0.3976,1.5,-0.0598,-0.3985,0.2311,-0.8422,33.1485,Feb 06/a,15.82,2112706.0,True,True,2
213,AMPY,RUT,Energy,Oil & Gas E&P,USA,236950000.0,0.65,5.86,0.04,0.72,0.68,37.08,2.46,0.16,-999.0,0.0,0.18,5.5438,-0.8846,-999.0,0.15,0.2776,-0.3922,-1.2933,0.0262,0.0237,0.434,0.0224,0.0308,2.3235,0.7657,0.72,0.72,0.36,0.37,0.4055,1.102,-0.0146,0.0254,-0.0194,-0.4018,2.13,0.0023,-0.3981,0.1089,-0.7576,11.3046,Mar 06/a,6.06,149064.0,True,True,5
2968,OFIX,RUT,Healthcare,Medical Devices,USA,477880000.0,-999.0,30.2,-999.0,0.71,0.78,14.2,-999.0,0.92,-999.0,-999.0,-0.13,0.3923,2.3186,-999.0,0.094,0.0084,0.6141,-0.4524,0.0397,0.0052,0.9796,-0.0056,0.0939,-0.2872,-0.1889,2.58,1.13,0.17,0.18,0.6337,-0.2039,-0.049,-0.0787,0.1691,-0.3602,1.03,-0.0572,-0.3981,0.3577,-0.8254,1.3111,Mar 05/a,13.0,101025.0,True,True,5
3963,TNDM,-999,Healthcare,Medical Devices,USA,1780000000.0,-999.0,-999.0,-999.0,2.38,5.67,3.8,-999.0,7.13,-999.0,-999.0,-0.76,0.5079,0.3578,-0.0611,-999.0,0.3659,-0.1075,-0.8643,0.0068,0.0327,1.0892,0.0194,0.0855,-0.5908,-0.3126,3.83,3.02,1.27,1.33,0.4917,-0.2977,-0.0086,0.1673,0.2791,-0.3486,1.08,0.0483,-0.3957,0.9613,-0.9104,11.6659,Feb 21/a,27.1,241507.0,True,True,3
2286,KRNY,RUT,Financial,Banks - Regional,USA,395660000.0,21.77,11.58,5.44,1.26,0.45,-999.0,9.16,-999.0,0.0717,0.6986,0.1,-0.3968,0.3947,0.2158,0.04,0.1105,0.0414,-8.4,0.1208,0.0034,0.6401,-0.1179,0.0168,0.0213,0.017,0.03,-999.0,0.27,1.97,-999.0,0.0584,-0.0285,-0.1508,-0.2602,-0.3903,0.72,-0.1935,-0.3951,0.0337,-0.6111,0.111,Jan 31/a,6.14,177595.0,True,True,4
3669,SLQT,RUT,Financial,Insurance Brokers,USA,307560000.0,-999.0,-999.0,-999.0,0.27,0.91,28.35,75.94,0.06,-999.0,-999.0,0.03,0.4286,0.625,-999.0,-0.097,0.3806,0.2702,-0.1553,0.21,0.0187,0.3492,0.0169,0.0065,-0.1399,-0.0496,2.11,2.11,2.01,2.15,0.4596,-0.0433,0.052,0.6106,0.3684,-0.343,0.7,0.3133,-0.381,1.1285,-0.9448,2.5686,Feb 07/b,1.82,759170.0,True,True,4
3501,RVSB,-999,Financial,Banks - Regional,USA,96470000.0,9.95,25.39,0.83,1.4,0.61,-999.0,6.48,-999.0,0.0525,0.2875,0.03,-0.5783,-0.4857,0.1301,0.12,0.0407,-0.0045,-0.7176,0.0743,0.0239,0.6475,-0.0198,0.0024,0.0628,0.0504,0.27,-999.0,0.22,1.21,-999.0,0.1415,-0.0359,-0.1361,-0.2446,-0.3328,0.69,-0.1712,-0.3554,0.0959,-0.7425,3.271,Jan 25/a,4.57,128639.0,True,True,5
3441,RM,RUT,Financial,Credit Services,USA,219990000.0,13.71,3.52,0.57,0.4,0.68,1.71,0.9,13.18,0.0532,0.7214,0.88,1.3961,0.6116,-0.1068,0.24,0.1256,0.073,-4.1586,0.0836,0.0082,0.741,-0.0241,0.0289,0.0506,0.0122,-999.0,-999.0,3.04,4.44,0.9735,0.0289,-0.0392,-0.0565,-0.0305,-0.2921,1.47,-0.0801,-0.3486,0.0995,-0.6666,1.1829,Feb 07/a,22.54,157004.0,True,True,3
941,COLB,-999,Financial,Banks - Regional,USA,3940000000.0,11.45,7.38,1.43,1.43,0.79,-999.0,7.74,-999.0,0.0765,0.7752,0.59,-0.0811,0.0958,-0.055,0.08,0.448,2.7212,-0.4903,0.0091,0.0285,0.8951,-0.0066,0.0127,0.0968,0.0368,0.07,-999.0,0.9,0.95,-999.0,0.1266,0.0542,-0.0318,-0.2097,-0.3422,0.69,-0.1442,-0.3476,0.099,-0.6275,4.8467,Jan 24/a,18.88,1083290.0,True,True,5
1942,HPP,RUT,Real Estate,REIT - Office,USA,929910000.0,-999.0,-999.0,-999.0,0.98,0.35,7.8,4.06,0.84,0.0068,-999.0,-0.44,0.1324,0.1893,-999.0,0.3648,0.0588,-0.1727,-7.18,0.0284,0.0178,1.0897,-0.0277,0.1522,-0.0535,-0.0208,-999.0,-999.0,1.44,1.44,0.1095,-0.1656,0.0138,-0.1752,-0.0179,-0.2358,1.33,-0.1883,-0.3313,0.6577,-0.8192,0.6577,Feb 12/a,6.59,464082.0,True,True,3
3614,SHBI,RUT,Financial,Banks - Regional,USA,379570000.0,17.65,6.94,1.77,1.51,0.74,-999.0,2.99,-999.0,0.0419,1.1429,0.32,2.4603,0.1353,-0.2652,0.1,0.344,0.9967,-0.2563,0.092,0.011,0.5454,-0.003,0.0044,0.0333,0.0245,0.3,-999.0,0.17,0.17,-999.0,0.0582,0.0178,-0.0095,-0.0934,-0.3265,0.92,-0.0911,-0.3281,0.1853,-0.6338,1.8987,Jan 31/a,11.45,378301.0,True,True,4
1956,HRTG,-999,Financial,Insurance - Property & Casualty,USA,200570000.0,6.32,5.07,-999.0,0.28,1.18,-999.0,-999.0,-999.0,-999.0,-999.0,0.46,1.4122,0.3255,-1.6874,-999.0,0.0847,0.1257,0.848,0.2655,0.0278,0.4752,-0.1262,0.0193,0.1997,0.096,0.87,-999.0,0.85,1.0,-999.0,0.0372,-0.0697,0.1363,-0.2489,0.8324,0.84,0.0517,-0.3187,1.4178,-0.7555,4.9554,Mar 11/a,6.67,1499985.0,True,True,2
1100,CZR,S&P 500,Consumer Cyclical,Resorts & Casinos,USA,8890000000.0,11.24,17.56,-999.0,0.77,1.94,7.88,16.3,5.21,-999.0,0.0,0.04,-0.6906,1.0771,0.245,-999.0,0.4997,0.0014,0.5158,0.0472,0.0015,0.9243,-0.011,0.0369,0.1902,0.026,0.76,0.74,5.65,5.67,0.4226,0.0682,-0.021,-0.0537,-0.1213,-0.2453,2.82,-0.0751,-0.3184,0.0717,-0.6571,10.3795,Feb 20/a,41.08,628562.0,True,True,3
2491,MATV,RUT,Basic Materials,Specialty Chemicals,USA,976310000.0,-999.0,10.13,-999.0,0.42,1.03,8.12,24.29,2.21,0.0556,-999.0,0.2,0.6562,0.3396,-999.0,0.05,0.1496,-0.3148,67.7316,0.0291,0.0125,0.9329,0.853,0.0281,-0.4612,-0.1474,2.53,1.28,1.22,1.23,0.1815,-0.1347,0.0589,0.5621,0.3115,-0.3137,0.73,0.294,-0.3082,0.6679,-0.717,2.127,Feb 21/a,17.98,295340.0,True,True,3
563,BLFS,RUT,Healthcare,Medical Instruments & Supplies,USA,771010000.0,-999.0,-999.0,-999.0,5.38,2.28,14.9,-999.0,1.14,-999.0,-999.0,-0.34,0.3382,0.4036,0.0051,0.1,0.5729,-0.2604,0.7402,0.0399,0.8557,1.0109,0.0504,0.0817,-0.1893,-0.1794,2.86,1.83,0.1,0.13,0.2902,-0.4637,-0.0053,-0.0513,0.2845,-0.2888,1.66,-0.0127,-0.3053,0.9081,-0.9877,120.5714,Feb 29/a,17.02,9382806.0,True,True,5
2416,LOVE,RUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,343260000.0,17.39,10.83,0.58,0.5,1.85,9.1,9.05,2.44,-999.0,0.0,1.84,-0.1842,0.4169,-999.0,0.3,0.4104,0.1428,0.7274,0.1289,0.0787,0.9175,-0.0563,0.2654,0.1196,0.0622,1.74,0.64,0.78,0.87,0.5443,0.0298,-0.0654,-0.0374,0.0255,-0.2468,2.89,-0.081,-0.2837,0.5628,-0.768,4.5469,Dec 06/b,22.16,3795508.0,True,True,3
2641,MPAA,-999,Consumer Cyclical,Auto Parts,USA,176940000.0,-999.0,16.07,-999.0,0.24,0.63,12.32,4.1,0.73,-999.0,-999.0,0.16,-0.375,0.4,-999.0,0.25,0.0996,0.132,-46.979,0.0448,0.1971,0.8378,0.0097,0.0361,-0.1646,-0.1258,1.4,0.39,0.39,0.83,0.1986,-0.0679,-0.0239,-0.0476,-0.0863,-0.313,1.45,-0.0352,-0.28,1.1127,-0.7806,21.1538,Feb 09/b,9.0,1080493.0,True,True,4
1795,GPMT,RUT,Real Estate,REIT - Mortgage,USA,236680000.0,-999.0,8.08,-999.0,0.89,0.27,1.19,4.91,3.92,0.1524,-999.0,-0.0,-0.3081,2.3353,-999.0,0.0491,0.0907,0.0493,-0.8172,0.0226,0.0263,0.5424,-0.0003,0.0133,-0.0699,-0.0433,-999.0,-999.0,1.12,2.27,0.9576,-0.2961,0.0,-0.1338,-0.1708,-0.2194,1.82,-0.1492,-0.2724,0.1738,-0.7573,1.7461,Feb 14/a,4.66,141951.0,True,True,3
2340,LC,RUT,Financial,Credit Services,USA,882180000.0,22.21,10.85,-999.0,0.69,0.7,0.68,-999.0,11.72,-999.0,0.0,0.03,-0.3533,2.1637,-999.0,-0.086,0.0806,-0.0028,-0.5849,0.0399,0.028,0.7426,0.0149,0.0246,0.0322,0.0298,-999.0,-999.0,0.04,0.05,0.7536,0.0307,-0.0373,-0.1162,0.1837,-0.15,1.98,-0.0626,-0.2683,0.6892,-0.9454,0.8517,Jan 30/a,7.99,623109.0,True,True,4
4006,TRST,RUT,Financial,Banks - Regional,USA,523240000.0,8.92,8.85,1.78,2.14,0.81,-999.0,7.3,-999.0,0.0523,0.4675,0.6,-0.1753,0.2244,-0.0063,0.05,0.0462,0.1122,-0.5284,0.0328,0.0189,0.6899,-0.0006,0.0122,0.0942,0.085,0.41,-999.0,0.07,0.21,-999.0,0.2404,-0.0015,-0.0108,-0.0286,-0.2591,0.84,-0.0542,-0.2593,0.1569,-0.6139,17.3429,Jan 22/a,27.51,304117.0,True,True,5
3682,SMLR,RUT,Healthcare,Medical Devices,USA,271710000.0,15.9,-999.0,-999.0,4.06,3.76,4.85,16.38,8.16,-999.0,0.0,1.51,0.6426,-999.0,-999.0,-999.0,0.2864,0.1615,0.524,0.2319,0.0513,0.5181,0.4029,0.0413,0.318,0.2763,7.51,7.45,0.0,0.0,0.9286,0.2926,-0.1839,-0.126,-0.0186,0.7143,0.96,-0.1401,-0.2591,1.0685,-0.7419,34.2999,Mar 05/a,39.55,2147273.0,True,True,5
