No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,NCAV,Fundamental Score
3992,TRST,RUT,Financial,Banks - Regional,USA,513160000.0,8.75,8.68,1.75,2.1,0.8,-999.0,8.78,-999.0,0.0534,0.4671,0.6,-0.1753,0.2244,-0.0061,0.05,0.047,0.1122,-0.5284,0.0328,0.0166,0.6899,-0.0006,0.0117,0.0942,0.0861,0.19,-999.0,0.06,0.21,-999.0,0.2404,-0.033,-0.0281,-0.1192,-0.2076,0.84,-0.0515,-0.2495,0.1346,-0.6213,16.9895,Jan 22/a,26.98,190537.0,True,True,False,5
1796,GPMT,RUT,Real Estate,REIT - Mortgage,USA,243280000.0,-999.0,8.31,-999.0,0.91,0.28,1.22,5.05,3.92,0.1378,-999.0,-0.0,-0.3081,2.3353,-999.0,0.0491,0.0907,0.0493,-0.8172,0.0226,0.0263,0.5424,-0.0003,0.012,-0.0699,-0.0433,-999.0,-999.0,1.12,2.27,0.9576,-0.2961,0.0042,-0.0824,-0.1784,-0.0496,1.82,-0.089,-0.2521,0.2065,-0.7506,1.8227,Feb 14/a,4.79,141951.0,True,True,False,3
2636,MPAA,-999,Consumer Cyclical,Auto Parts,USA,152760000.0,-999.0,13.87,-999.0,0.21,0.54,10.64,3.54,0.73,-999.0,-999.0,0.16,-0.375,0.4,-999.0,0.25,0.0996,0.132,-46.979,0.0448,0.1971,0.8378,0.0097,0.0338,-0.1646,-0.1258,1.4,0.39,0.39,0.83,0.1986,-0.0679,-0.0891,-0.1769,-0.1452,-0.116,1.45,-0.1593,-0.2529,0.8239,-0.8106,18.1262,Feb 09/b,7.77,1080493.0,True,True,-8.637,4
3489,RVSB,-999,Financial,Banks - Regional,USA,103440000.0,10.67,27.22,0.89,1.5,0.65,-999.0,6.95,-999.0,0.049,0.2875,0.03,-0.5783,-0.4857,0.1301,0.12,0.0407,-0.0045,-0.7176,0.0744,0.0171,0.6475,-0.0198,0.002,0.0628,0.0504,0.27,-999.0,0.22,1.21,-999.0,0.1415,0.0273,0.0082,-0.2368,-0.1139,0.69,-0.0679,-0.2542,0.1751,-0.7239,3.5794,Jan 25/a,4.9,128639.0,True,True,False,5
216,AMPY,RUT,Energy,Oil & Gas E&P,USA,238000000.0,0.62,7.64,0.04,0.77,0.6,11.47,2.16,0.53,-999.0,0.0,0.18,-0.8991,-0.1904,0.382,0.15,0.1563,-0.2017,0.4333,0.0262,0.0278,0.4299,0.0221,0.0297,1.936,0.7319,1.02,1.02,0.31,0.31,0.3616,1.2162,0.1709,-0.0115,0.0379,-0.108,2.13,-0.0004,-0.2655,0.6938,-0.7588,11.2437,Mar 06/a,6.03,179052.0,True,True,-6.295,7
2413,LOVE,RUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,350380000.0,17.75,10.59,0.59,0.51,1.89,9.28,9.24,2.44,-999.0,0.0,1.93,-0.1511,0.421,-999.0,0.3,0.4104,0.1428,0.7274,0.1289,0.0787,0.9177,-0.0563,0.2662,0.1196,0.0622,1.74,0.64,0.78,0.87,0.5443,0.0298,0.018,-0.1042,-0.1461,0.0563,2.88,-0.0361,-0.2688,0.5952,-0.7632,4.6621,Dec 06/b,22.62,3631675.0,True,True,-4.29,3
3844,TALO,RUT,Energy,Oil & Gas E&P,USA,2360000000.0,7.94,21.52,-999.0,1.62,0.74,70.07,-999.0,0.18,-999.0,0.0,-0.03,0.7609,0.4744,-0.2025,-999.0,0.2065,0.1249,20.0491,0.2329,1.1096,0.5664,0.0165,0.0912,0.1128,0.0568,0.73,0.73,0.53,0.55,0.2168,0.1285,0.0102,0.0456,-0.0346,0.0691,2.02,-0.0073,-0.2695,0.2021,-0.6586,1.57,Feb 29/b,12.85,267950383.0,True,True,-12.208,5
3939,TLYS,RUT,Consumer Cyclical,Apparel Retail,USA,207690000.0,-999.0,-999.0,-999.0,0.33,1.26,2.19,-999.0,3.17,-999.0,0.0,-0.47,0.0469,0.6011,-999.0,0.12,0.039,-0.0406,-67.7573,0.2623,0.1588,0.7745,-0.0734,0.0236,-0.2145,-0.1062,1.68,1.08,1.24,1.6,0.2812,-0.0554,-0.0533,-0.0809,-0.076,-0.0685,1.61,-0.0649,-0.2705,0.1455,-0.6225,1.2703,Mar 14/a,6.93,9001202.0,True,True,-5.095,3
2218,JYNT,RUT,Healthcare,Medical Care Facilities,USA,188440000.0,-999.0,30.6,-999.0,1.6,7.6,9.81,19.47,1.3,-999.0,0.0,0.01,1.0677,8.4697,-999.0,0.25,0.3416,0.1007,-21.2818,0.0311,2.2517,0.776,-0.0232,0.0663,-0.3415,-0.2587,1.29,1.29,0.52,0.68,0.8375,-0.0829,0.0732,0.275,0.2931,-0.1925,1.56,0.2909,-0.2788,0.7442,-0.8852,5.8919,Mar 07/a,12.75,2308155.0,True,True,-1.221,4
2339,LC,RUT,Financial,Credit Services,USA,856780000.0,21.57,10.54,-999.0,0.67,0.68,0.66,-999.0,11.72,-999.0,0.0,0.03,-0.3533,2.1637,-999.0,-0.086,0.0806,-0.0028,-0.5849,0.0396,0.0282,0.7426,0.0149,0.0224,0.0322,0.0298,-999.0,-999.0,0.04,0.05,0.7536,0.0307,-0.0384,-0.1039,0.0515,0.1054,1.98,-0.0756,-0.2894,0.6406,-0.947,0.7984,Jan 30/a,7.76,623109.0,True,True,False,4
4078,ULBI,-999,Industrials,Electrical Equipment & Parts,USA,137580000.0,19.27,-999.0,1.1,0.87,1.13,13.38,598.19,0.63,-999.0,0.0,0.09,0.3864,-999.0,-0.2201,0.175,0.1381,0.2338,13.2302,0.4216,0.0082,0.3105,-0.0228,0.016,0.0596,0.0483,3.8,2.02,0.19,0.2,0.2429,0.0454,-0.1373,0.0658,0.1926,1.079,1.27,0.0533,-0.2895,1.1813,-0.6627,4.4675,Feb 15/b,8.42,402900.0,True,True,2.154,4
566,BLFS,RUT,Healthcare,Medical Instruments & Supplies,USA,784600000.0,-999.0,-999.0,-999.0,5.48,2.32,15.17,-999.0,1.14,-999.0,-999.0,-0.34,0.3382,0.4036,0.0051,0.1,0.5729,-0.2604,0.7402,0.0462,0.5931,1.0068,0.0504,0.0759,-0.1893,-0.1794,2.86,1.83,0.1,0.13,0.2902,-0.4637,-0.0023,-0.0281,0.2469,-0.1937,1.66,-0.0047,-0.2931,0.9417,-0.9875,122.7143,Feb 29/a,17.32,8475758.0,True,True,1.006,5
3602,SHBI,RUT,Financial,Banks - Regional,USA,357360000.0,16.62,6.53,1.66,1.43,0.7,-999.0,2.82,-999.0,0.0445,1.1361,0.32,2.4603,0.1353,-0.2652,0.1,0.344,0.9967,-0.2563,0.0946,0.0109,0.5454,-0.003,0.0049,0.0333,0.0245,0.08,-999.0,0.17,0.17,-999.0,0.0582,-0.0485,-0.0409,-0.2188,-0.2621,0.92,-0.1114,-0.2986,0.1159,-0.6553,1.7291,Jan 31/a,10.78,384816.0,True,True,False,4
3657,SLQT,RUT,Financial,Insurance Brokers,USA,278830000.0,-999.0,-999.0,-999.0,0.24,0.83,25.7,68.85,0.06,-999.0,-999.0,0.03,0.4286,0.625,-999.0,-0.097,0.3806,0.2702,-0.1553,0.2086,0.0188,0.3492,0.0169,0.0075,-0.1399,-0.0496,2.11,2.11,2.01,2.15,0.4596,-0.0433,-0.0934,-0.0294,0.1301,-0.199,0.69,0.1474,-0.3111,0.9297,-0.95,2.2353,Feb 07/b,1.65,113295.0,True,True,-3.027,4
3431,RM,RUT,Financial,Credit Services,USA,228680000.0,14.25,3.66,0.59,0.41,0.71,1.78,0.94,13.18,0.0512,0.7214,0.88,1.3961,0.6116,-0.1068,0.24,0.1256,0.073,-4.1586,0.0847,0.0371,0.7434,-0.0241,0.0298,0.0506,0.0122,-999.0,-999.0,3.04,4.44,0.9735,0.0289,-0.0122,0.0674,-0.0374,-0.1074,1.47,-0.0247,-0.3228,0.1429,-0.6534,1.2691,Feb 07/a,23.43,709386.0,True,True,False,3
3779,STGW,RUT,Communication Services,Advertising Agencies,USA,672230000.0,-999.0,7.2,-999.0,0.27,1.91,5.61,17.58,1.02,-999.0,0.0,0.14,0.3889,0.0084,-999.0,0.06,0.2697,-0.094,1.2087,0.0415,0.0052,0.8238,0.0093,0.0379,-0.0055,-0.0013,0.75,0.75,4.0,4.19,0.3031,-0.0009,0.036,-0.1392,-0.012,-0.1194,1.05,-0.0908,-0.3306,0.5033,-0.7993,7.625,Feb 27/b,5.75,129959.0,True,True,-16.303,2
1100,CZR,S&P 500,Consumer Cyclical,Resorts & Casinos,USA,8470000000.0,10.71,16.75,-999.0,0.73,1.85,7.52,15.55,5.21,-999.0,0.0,0.04,-0.6907,1.0778,0.245,-999.0,0.4997,0.0014,0.5158,0.0471,0.003,0.9243,-0.011,0.0421,0.1902,0.026,0.76,0.74,5.65,5.67,0.4226,0.0682,-0.0703,-0.0833,-0.1634,-0.1164,2.81,-0.0995,-0.3501,0.0219,-0.6731,9.8504,Feb 20/a,39.17,1250312.0,True,True,-122.982,3
3949,TNDM,-999,Healthcare,Medical Devices,USA,1880000000.0,-999.0,-999.0,-999.0,2.51,5.98,4.01,-999.0,7.13,-999.0,-999.0,-0.76,0.5094,0.3586,-0.0611,-999.0,0.3659,-0.1075,-0.8643,0.0068,0.0327,1.09,0.0194,0.0752,-0.5908,-0.3126,3.83,3.02,1.27,1.33,0.4917,-0.2977,-0.0678,0.1658,0.1263,-0.3208,1.08,0.1124,-0.3503,1.0709,-0.9054,12.3738,Feb 21/a,28.62,220057.0,True,True,1.66,3
942,COLB,-999,Financial,Banks - Regional,USA,3800000000.0,11.05,7.12,1.38,1.38,0.76,-999.0,7.47,-999.0,0.0793,0.7752,0.57,-0.0824,0.0973,-0.055,0.08,0.448,2.7212,-0.4903,0.0096,0.027,0.8956,-0.0066,0.0136,0.0968,0.0368,0.07,-999.0,0.9,0.95,-999.0,0.1266,-0.0661,-0.0231,-0.2987,-0.1414,0.7,-0.1267,-0.3519,0.0605,-0.6405,4.6423,Jan 24/a,18.22,1083290.0,True,True,False,5
1945,HPP,RUT,Real Estate,REIT - Office,USA,900280000.0,-999.0,-999.0,-999.0,0.95,0.34,7.56,3.93,0.84,0.0071,-999.0,-0.44,0.1324,0.1893,-999.0,0.3648,0.0588,-0.1727,-7.18,0.0284,0.0178,1.0892,-0.0277,0.1459,-0.0535,-0.0208,-999.0,-999.0,1.44,1.44,0.1095,-0.1656,-0.0686,-0.0506,-0.2114,-0.0895,1.33,-0.1735,-0.3526,0.6048,-0.825,0.6048,Feb 12/a,6.38,464082.0,True,True,-30.852,3
4153,VFC,S&P 500,Consumer Cyclical,Apparel Manufacturing,USA,5750000000.0,-999.0,10.94,-999.0,0.53,2.72,5.81,5.13,2.54,0.0528,5.9286,0.03,-0.4817,0.2408,-0.3444,0.009,0.0021,-0.162,-1.0835,0.0574,0.0062,0.8772,0.0046,0.0873,-0.282,-0.0957,1.23,0.7,2.79,3.48,0.5134,-0.0708,-0.082,-0.1407,-0.2142,-0.3068,1.5,-0.0954,-0.3732,0.1502,-0.8526,29.922,Feb 06/a,14.78,2112706.0,True,True,-14.329,2
2610,MNRO,RUT,Consumer Cyclical,Auto Parts,USA,877270000.0,28.29,17.61,1.89,0.69,1.33,36.78,6.05,0.8,0.0349,0.9491,0.3,0.0353,0.1832,-0.0915,0.15,0.0379,-0.0523,-0.089,0.0211,0.008,1.1183,-0.1191,0.1171,0.0504,0.0278,0.56,0.23,0.82,0.93,0.349,0.0261,-0.0961,-0.1011,-0.0671,-0.3995,1.12,-0.0554,-0.4155,0.2914,-0.673,16.604,Jan 24/b,29.34,161490.0,True,True,-26.81,3
1938,HOUS,RUT,Real Estate,Real Estate Services,USA,576760000.0,-999.0,6.7,-999.0,0.1,0.34,4.85,5.02,1.08,-999.0,-999.0,-0.67,1.0778,10.3827,-999.0,-0.012,0.0079,-0.0552,0.7659,0.0528,0.0066,1.0035,-0.0325,0.0632,-0.0563,-0.0228,-999.0,-999.0,1.53,1.85,0.0834,-0.0172,-0.1242,-0.3168,-0.2699,0.0038,2.48,-0.2302,-0.4462,0.2763,-0.9056,1.4976,Feb 15/b,5.22,210121.0,True,True,-32.383,3
2059,ILMN,"NDX, S&P 500",Healthcare,Diagnostics & Research,USA,20300000000.0,-999.0,51.8,-999.0,4.51,3.54,19.26,71.97,6.63,-999.0,-999.0,0.04,0.0194,1.8128,-999.0,0.229,0.074,0.036,-0.2492,0.0049,0.0091,0.9109,0.0273,0.0313,-0.1881,-0.1466,1.66,1.29,0.38,0.39,0.6097,-0.2578,-0.0569,-0.0924,0.0084,-0.4401,1.19,-0.0777,-0.4528,0.4352,-0.7702,148.3918,Feb 08/a,127.73,956127.0,True,True,-11.057,4
3528,SATS,RUT,Technology,Communication Equipment,USA,3680000000.0,-999.0,-999.0,-999.0,0.22,0.19,1.51,-999.0,9.0,-999.0,0.0,-0.3,0.87,-1.4099,-0.7175,-999.0,1.9229,30.4287,-12.4404,0.5561,0.0013,0.1626,-0.0034,0.1291,-0.1456,-0.0398,0.61,0.53,1.15,1.32,0.2041,-0.1,-0.0152,0.0719,0.0651,-0.2693,0.69,-0.0294,-0.4528,0.4239,-0.6995,0.7106,Mar 01/b,13.57,2634280.0,True,True,-227.073,3
4193,VOXX,RUT,Technology,Consumer Electronics,USA,180570000.0,-999.0,-999.0,-999.0,0.36,0.57,17.38,18.0,0.46,-999.0,-999.0,-999.0,-999.0,-999.0,-1.0406,0.1,0.0698,-0.0545,-0.7296,0.5784,0.0001,0.4252,-0.0792,0.0278,-0.114,-0.1058,1.81,0.84,0.15,0.16,0.2052,-0.0787,-0.022,-0.0889,-0.2866,-0.3183,1.3,-0.0758,-0.4583,0.1028,-0.8898,6.99,Jan 09/a,7.99,31387500.0,True,True,2.475,4
34,ACDC,RUT,Energy,Oil & Gas Equipment & Services,USA,1260000000.0,-999.0,4.76,-999.0,0.48,1.01,49.9,4.41,0.16,-999.0,0.0,0.07,3.4414,0.8415,-999.0,-0.122,1.1919,-0.3841,-1.8109,0.8855,0.0088,0.1071,0.0178,0.2945,-2.4164,-0.0491,0.98,0.62,0.8,0.91,0.1847,-0.0426,0.0154,0.1768,-0.0353,-0.4527,0.7,0.0453,-0.4844,0.226,-0.7067,0.226,Mar 13/b,7.92,17074422.0,True,True,-7.775,3
1911,HLLY,RUT,Consumer Cyclical,Auto Parts,USA,489460000.0,25.32,9.28,-999.0,0.74,1.1,11.91,6.06,0.35,-999.0,0.0,0.06,0.5599,0.3582,-999.0,-999.0,0.4734,0.01,1.0769,0.5816,0.0005,0.3695,-0.0144,0.0472,0.0448,0.0184,3.17,1.12,1.37,1.4,0.3661,0.0291,0.0148,-0.1809,-0.0679,0.5203,1.53,-0.1061,-0.4888,0.9808,-0.7193,1.1914,Feb 28/b,4.12,138484.0,True,True,-3.949,3
150,ALB,S&P 500,Basic Materials,Specialty Chemicals,USA,14350000000.0,9.16,13.77,-999.0,1.49,1.52,16.13,-999.0,7.57,0.0135,0.1198,0.21,-0.791,0.9073,0.1609,-0.0876,0.3025,-0.101,-1.5481,0.0032,0.0037,0.9507,0.0127,0.094,0.1809,0.1204,1.47,0.86,0.39,0.46,0.1248,0.1636,0.0322,0.0678,-0.1279,-0.4303,1.63,-0.0035,-0.5064,0.1448,-0.6349,18.9412,Feb 14/a,122.14,167314.0,True,True,-28.837,5
1000,CRMT,RUT,Consumer Cyclical,Auto & Truck Dealerships,USA,399310000.0,-999.0,20.56,-999.0,0.28,0.85,4.22,-999.0,14.8,-999.0,0.0,0.32,-2.4936,1.6545,-0.0872,-999.0,0.1833,-0.0824,-6.8364,0.1024,0.1342,0.9469,0.0024,0.2255,-0.0616,-0.0234,7.65,7.03,1.71,1.72,0.442,-0.021,-0.0603,-0.0519,-0.0081,-0.174,1.68,-0.0155,-0.5116,0.0847,-0.6478,373.94,Mar 08/b,62.49,4704840.0,True,True,46.983,4
1577,FNKO,RUT,Consumer Cyclical,Leisure,USA,324040000.0,-999.0,20.36,-999.0,0.3,1.39,8.89,-999.0,0.72,-999.0,-999.0,-0.3,0.8161,2.9583,-999.0,0.194,0.1341,-0.1255,0.7613,0.3902,0.0151,0.6639,0.0522,0.1329,-0.5135,-0.3548,0.95,0.62,0.87,1.56,0.2493,-0.1406,-0.07,-0.1493,-0.0899,-0.1873,1.06,-0.1085,-0.5246,0.2106,-0.795,1.0449,Mar 07/a,6.38,2040176.0,True,True,-4.405,2
