No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,NCAV,Fundamental Score
2895,LEG,-999,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,1620000000.0,-999.0,9.34,-999.0,0.35,1.26,4.48,5.53,2.7,0.0845,-999.0,0.29,-0.1888,0.1463,-999.0,0.052,0.0265,-0.0966,-0.4135,0.0196,0.0038,0.6905,-0.0307,0.0759,-0.1074,-0.0493,1.57,0.89,1.5,1.78,0.1669,-0.0344,-0.0541,-0.3173,-0.3904,-0.6296,1.11,-0.3001,-0.6349,0.095,-0.796,18.1524,Apr 30/a,12.07,133900.0,True,True,-10.93,2
2362,HNRG,RUT,Energy,Thermal Coal,USA,224770000.0,11.24,23.35,-999.0,0.41,0.78,35.29,-999.0,0.17,-999.0,0.0,-0.11,-1.056,4.7143,0.3825,-999.0,0.2174,-0.4204,-1.0811,0.3404,0.0037,0.4204,-0.0385,0.0432,0.0808,0.0594,0.57,0.14,0.25,0.37,0.1072,0.0382,-0.0319,0.3196,-0.1874,-0.3402,0.53,0.0938,-0.6156,0.4012,-0.6156,9.4865,May 07/b,6.07,240136.0,True,True,-5.626,5
1933,FNA,RUT,Healthcare,Medical Devices,USA,635400000.0,-999.0,-999.0,-999.0,2.82,3.86,10.91,-999.0,0.7,-999.0,-999.0,-0.17,-0.0148,0.2816,-999.0,0.298,0.199,0.1738,-0.639,0.559,0.0006,0.3675,0.0402,0.1065,-0.2923,-0.1969,3.57,1.78,0.67,0.67,0.7181,-0.2396,-0.0116,-0.2062,-0.4505,-0.5787,1.02,-0.2241,-0.5968,0.0079,-0.6985,0.0079,May 08/a,7.66,255226.0,True,True,0.449,4
1413,DERM,-999,Healthcare,Drug Manufacturers - Specialty & Generic,USA,69030000.0,-999.0,-999.0,-999.0,0.86,5.31,2.87,58.5,1.2,-999.0,-999.0,-0.15,-3.4524,0.7433,-999.0,-999.0,0.2337,0.0669,0.0715,0.6145,0.0052,0.0921,0.0629,0.0367,-0.4069,-0.1505,1.21,0.94,1.13,1.37,0.6622,-0.052,-0.0171,-0.0363,-0.1901,1.7823,0.76,-0.0526,-0.5746,2.3824,-0.6618,2.3824,May 13/a,3.45,218993.0,True,True,-0.471,2
415,ASYS,-999,Technology,Semiconductor Equipment & Materials,USA,75460000.0,-999.0,26.55,-999.0,0.69,0.93,5.8,-999.0,0.91,-999.0,-999.0,-0.09,0.2584,1.303,-999.0,0.2,0.047,-0.2365,-0.6982,0.1998,0.0441,0.6652,-0.0081,0.0055,-0.2365,-0.2404,2.71,1.5,0.1,0.18,0.3304,-0.197,0.0271,0.0881,0.1518,-0.398,1.41,0.0649,-0.5568,0.5757,-0.8276,4.664,May 08/a,5.31,498701.0,True,True,2.443,5
1960,FPAY,-999,Industrials,Rental & Leasing Services,USA,24140000.0,-999.0,9.65,-999.0,0.2,3.76,4.32,-999.0,0.26,-999.0,-999.0,-0.16,0.3072,1.3255,0.1804,-999.0,0.1651,0.1026,-0.0759,0.4266,0.0122,0.191,0.0586,0.0057,-0.1395,-0.0576,-999.0,-999.0,4.0,4.02,0.4206,-0.0701,0.0,0.0,-0.0348,0.0673,1.33,-0.0451,-0.5506,0.4796,-0.926,1.22,May 13/a,1.11,143687.0,True,True,-0.455,3
1761,EVC,RUT,Communication Services,Advertising Agencies,USA,198300000.0,-999.0,-999.0,-999.0,0.17,1.14,1.49,4.24,1.49,0.0905,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3602,0.1608,-25.0617,0.3275,0.0036,0.5238,-0.0173,0.0403,-0.2976,-0.1602,1.38,1.38,1.39,1.45,0.128,-0.0579,0.0279,0.1162,-0.4461,-0.5258,1.03,0.1622,-0.5499,0.6617,-0.8771,20.0579,May 02/a,2.21,174049.0,True,True,-2.633,3
858,BYON,RUT,Consumer Cyclical,Internet Retail,USA,821950000.0,-999.0,-999.0,-999.0,0.53,2.86,3.2,-999.0,5.61,-999.0,-999.0,-0.7,-0.4145,0.7909,0.0008,-999.0,0.0249,0.003,-6.0909,0.0137,0.0226,0.7004,-0.1163,0.0711,-0.8003,-1.1517,1.24,1.19,0.12,0.13,0.1809,-0.2378,0.0658,-0.2194,-0.3059,-0.0401,3.83,-0.3388,-0.5424,0.3107,-0.8602,6.1028,May 06/a,17.97,222412.0,True,True,0.348,5
4234,RILY,RUT,Financial,Financial Conglomerates,USA,860820000.0,-999.0,-999.0,-999.0,0.6,3.74,0.27,-999.0,105.36,0.088,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3763,-0.0775,-4.3261,0.4688,0.0014,0.3964,-0.0424,0.561,-0.4745,-0.0618,-999.0,-999.0,9.82,9.99,0.5476,-0.1072,-0.1161,0.4385,0.637,-0.2197,1.35,0.1372,-0.5321,0.9647,-0.8163,180.8613,May 15/a,28.41,404392.0,True,True,-121.913,2
4254,RMAX,RUT,Real Estate,Real Estate Services,USA,182840000.0,-999.0,7.27,-999.0,0.57,0.44,1.43,6.76,6.76,0.0237,-999.0,0.35,-0.1045,0.0948,-999.0,-999.0,0.1006,-0.0833,-3.8503,0.1191,0.0361,0.8578,-0.0776,0.082,-0.1616,-0.0814,-999.0,-999.0,1.14,1.17,0.6391,-0.2251,0.0136,0.3585,0.0125,-0.4818,1.42,0.2194,-0.5264,0.3977,-0.8563,0.3977,May 02/a,9.7,626945.0,True,True,-24.868,3
2345,HLLY,RUT,Consumer Cyclical,Auto Parts,USA,459340000.0,24.41,9.21,-999.0,0.71,1.02,11.17,4.8,0.34,-999.0,0.0,0.1,0.2805,0.5594,-999.0,-999.0,0.4734,-0.0788,-0.1381,0.5539,0.0019,0.3682,-0.0143,0.0434,0.0431,0.0181,2.85,1.04,1.32,1.34,0.35,0.0289,-0.0351,-0.0767,-0.2191,0.1032,1.5,-0.0813,-0.5223,0.3051,-0.7377,1.0478,May 08/b,3.85,520835.0,True,True,-3.866,3
572,BCOV,RUT,Technology,Software - Application,USA,97180000.0,-999.0,-999.0,-999.0,0.48,1.0,4.25,18.0,0.51,-999.0,-999.0,-0.04,-1.0,1.0,-0.0625,0.15,0.0423,0.0289,1.1296,0.0841,0.0585,0.79,0.0016,0.0434,-0.1002,-0.0842,0.74,0.74,0.17,0.22,0.615,-0.0474,0.1534,0.2674,-0.0136,-0.3807,0.74,0.1746,-0.5219,0.4065,-0.9145,0.4065,May 08/a,2.18,379079.0,True,True,-1.006,3
227,ALTI,RUT,Financial,Asset Management,USA,317810000.0,-999.0,8.75,-999.0,1.3,0.8,2.37,-999.0,1.87,-999.0,-999.0,0.0,1.1081,0.6842,-999.0,-999.0,0.0,-0.1246,1.2038,0.5338,0.0027,0.0912,0.001,0.0226,-0.1464,-0.0869,-999.0,-999.0,0.45,0.47,-999.0,-0.2648,-0.039,-0.0432,-0.2018,-0.1827,0.61,-0.1414,-0.5195,0.0885,-0.8445,0.1418,May 10/b,4.43,492525.0,True,True,-2.4,3
1332,CVV,-999,Industrials,Specialty Industrial Machinery,USA,30010000.0,-999.0,-999.0,-999.0,1.48,1.2,2.52,44.13,1.74,-999.0,-999.0,-999.0,-999.0,-999.0,0.0512,-999.0,0.0288,-0.4339,-35.6441,0.273,0.2027,0.2273,-0.0072,0.0059,-0.2057,-0.2223,2.29,1.81,0.01,0.01,0.172,-0.276,-0.089,-0.0678,-0.1197,-0.3939,1.39,-0.0877,-0.4977,0.1196,-0.7773,34.2,May 13/a,4.4,1532528.0,True,True,1.889,5
1245,CRMT,RUT,Consumer Cyclical,Auto & Truck Dealerships,USA,412150000.0,-999.0,20.99,-999.0,0.29,0.88,4.36,-999.0,14.8,-999.0,0.0,0.06,-2.5734,1.6281,-0.0872,-999.0,0.2059,-0.0824,-6.8364,0.1029,0.2101,0.8997,0.0024,0.1918,-0.0616,-0.0234,7.65,7.03,1.71,1.72,0.442,-0.021,0.0899,0.1485,0.03,-0.2665,1.68,0.0632,-0.4959,0.1727,-0.6365,386.0,Mar 08/b,64.5,6871664.0,True,True,46.983,4
2535,ILMN,"NDX, S&P 500",Healthcare,Diagnostics & Research,USA,17690000000.0,-999.0,45.74,-999.0,3.94,3.08,15.87,48.48,7.0,-999.0,-999.0,0.09,-0.1608,2.3643,-999.0,0.2395,0.074,-0.0101,-42.7053,0.0054,0.0086,0.9183,0.0272,0.03,-0.2076,-0.1628,1.75,1.36,0.38,0.4,0.6138,-0.2871,0.0049,-0.0482,-0.2255,-0.4376,1.22,-0.1158,-0.4808,0.248,-0.8002,128.9064,May 02/a,111.07,991672.0,True,True,-10.816,4
3226,MNRO,RUT,Consumer Cyclical,Auto Parts,USA,796830000.0,25.7,16.24,1.71,0.62,1.21,33.41,5.5,0.8,0.042,0.9491,0.3,0.0335,0.1674,-0.0915,0.15,0.0313,-0.0523,-0.089,0.0215,0.0078,1.0933,-0.1191,0.1361,0.0504,0.0278,0.56,0.23,0.82,0.93,0.349,0.0261,0.0045,-0.1039,-0.183,-0.4553,1.16,-0.0906,-0.46,0.173,-0.703,14.99,May 23/b,26.65,161490.0,True,True,-26.81,3
1685,EP,RUT,Energy,Oil & Gas E&P,USA,192250000.0,-999.0,-999.0,-999.0,4.77,5.22,55.09,-999.0,0.12,-999.0,-999.0,-999.0,-999.0,-999.0,-0.1215,-999.0,3.972,0.0125,-0.3908,0.3057,0.1606,0.4115,0.3971,0.0503,-0.5453,-0.3205,0.51,0.44,0.38,0.44,0.046,-0.3473,-0.0889,0.3375,0.0403,-0.3579,1.18,0.1499,-0.4549,0.426,-0.9367,200.875,Mar 28/a,6.46,10076607.0,True,True,-1.308,3
5284,WBD,"NDX, S&P 500",Communication Services,Entertainment,USA,19720000000.0,-999.0,77.82,-999.0,0.49,0.45,5.72,2.64,1.41,-999.0,-999.0,-0.24,0.4873,1.1576,-999.0,-999.0,0.4308,-0.0696,0.0969,0.095,0.0004,0.6214,-0.0,0.0479,-0.0667,-0.0363,0.82,0.82,0.89,0.96,0.2187,-0.0746,-0.0123,-0.0313,-0.1811,-0.3565,1.53,-0.039,-0.4546,0.0967,-0.897,0.5727,May 09/b,8.05,830000.0,True,True,-24.741,4
5283,WBA,"NDX, S&P 500",Healthcare,Pharmaceutical Retailers,USA,15680000000.0,-999.0,5.76,-999.0,0.11,1.16,23.48,-999.0,0.77,0.0839,-999.0,0.72,-0.1901,-0.0201,-999.0,-0.0767,0.0135,0.0628,-9.413,0.1751,0.0001,0.5917,-0.0006,0.0564,-0.3482,-0.1379,0.66,0.32,2.25,2.57,0.169,-0.0418,0.0576,0.0335,-0.1729,-0.4326,0.79,-0.041,-0.4472,0.0619,-0.8132,42.8998,Mar 28/b,18.18,162076.0,True,True,-60.601,2
432,ATLC,RUT,Financial,Credit Services,USA,357330000.0,5.69,4.07,0.28,0.3,0.86,0.74,0.75,32.61,-999.0,0.0,0.99,0.079,0.2973,0.4985,0.2,0.4124,0.1136,0.0087,0.6803,0.0266,0.14,-0.0593,0.0721,0.2441,0.0309,-999.0,-999.0,4.5,4.56,0.9107,0.0654,-0.1643,-0.0139,-0.2775,-0.162,1.86,-0.137,-0.4471,0.0461,-0.7373,20.0087,May 11/a,24.16,7343112.0,True,True,,4
3088,MBUU,RUT,Consumer Cyclical,Recreational Vehicles,USA,715200000.0,-999.0,9.61,-999.0,0.69,1.28,15.18,17.65,2.31,-999.0,0.0,-0.31,-0.7783,0.7882,0.3007,0.15,0.2407,-0.4577,-2.3057,0.0344,0.0485,0.9698,-0.016,0.0532,-0.0916,-0.0935,1.67,0.66,0.04,0.04,0.2208,-0.0519,-0.027,0.0243,-0.2631,-0.3609,1.38,-0.08,-0.4389,0.112,-0.6238,2.0747,May 02/b,34.99,1203850.0,True,True,1.012,4
1803,EYE,RUT,Consumer Cyclical,Specialty Retail,USA,1240000000.0,-999.0,20.82,-999.0,0.59,1.47,8.26,98.54,1.91,-999.0,-999.0,0.08,-0.1631,0.4151,-999.0,0.077,0.0709,-0.0353,-0.3381,0.0201,0.0354,1.1188,-0.0163,0.0929,-0.0828,-0.0434,1.01,0.69,0.99,1.1,0.4813,-0.0344,0.0691,-0.1571,-0.2439,-0.366,1.48,-0.1978,-0.416,0.151,-0.7606,0.3487,May 08/b,15.78,790398.0,True,True,-11.903,2
1364,CZR,S&P 500,Consumer Cyclical,Resorts & Casinos,USA,7690000000.0,9.99,19.76,-999.0,0.67,1.75,9.02,16.75,3.94,-999.0,0.0,0.17,-0.9945,88.1595,0.245,-999.0,0.4997,-0.0311,-0.1563,0.0474,0.0054,0.9782,-0.011,0.0796,0.191,0.026,0.69,0.67,5.67,5.69,0.4138,0.0668,-0.0182,-0.0648,-0.1644,-0.1818,2.88,-0.104,-0.4107,0.0123,-0.7035,8.8393,Apr 30/a,35.52,2077484.0,True,True,-123.738,3
3732,OPK,RUT,Healthcare,Diagnostics & Research,USA,920030000.0,-999.0,-999.0,-999.0,1.15,0.73,12.16,-999.0,0.11,-999.0,-999.0,-0.1,-0.4933,0.2768,0.0156,0.12,0.0329,-0.2689,-3.7654,0.5298,0.0288,0.258,-0.0305,0.2642,-0.18,-0.1543,1.91,1.62,0.31,0.33,0.2188,-0.3157,0.0313,0.0732,0.3069,-0.1951,1.74,0.1211,-0.4107,0.55,-0.9312,5.2857,May 07/a,1.32,9792439.0,True,True,-0.473,6
5155,VFC,-999,Consumer Cyclical,Apparel Manufacturing,USA,4960000000.0,-999.0,10.01,-999.0,0.46,2.35,5.02,4.43,2.54,0.0611,5.9286,0.02,-0.4869,0.1824,-0.3444,0.009,0.0417,-0.162,-1.0835,0.0571,0.0044,0.9015,0.0046,0.1105,-0.282,-0.0957,1.23,0.7,2.79,3.48,0.5134,-0.0708,0.0265,0.0071,-0.2336,-0.383,1.54,-0.063,-0.3973,0.0714,-0.8727,20.3567,May 22/a,12.76,1514902.0,True,True,-14.329,2
4321,RVSB,-999,Financial,Banks - Regional,USA,84230000.0,22.25,8.87,1.85,1.26,0.54,-999.0,5.66,-999.0,0.0602,1.3356,0.06,-0.3056,0.8,-0.2509,0.12,0.0196,-0.1258,-2.0086,0.0753,0.0285,0.6438,-0.0198,0.0019,0.0244,0.0139,0.05,-999.0,0.76,0.76,-999.0,0.0569,-0.05,-0.0634,-0.1807,-0.0645,0.81,-0.1022,-0.3927,0.184,-0.7752,2.729,Apr 25/a,3.99,194467.0,True,True,,4
2248,GTN,RUT,Communication Services,Broadcasting,USA,650360000.0,-999.0,-999.0,-999.0,0.2,0.32,4.85,20.32,1.35,0.0488,-999.0,0.1,4.1891,-1.0377,-999.0,0.369,0.3018,0.0275,2.6506,0.1608,0.0013,0.7546,-0.0068,0.0832,0.0159,-0.001,1.42,1.39,2.3,2.31,0.1841,-0.0027,-0.0437,0.133,-0.2106,-0.1891,1.52,0.0816,-0.3863,0.2059,-0.7408,40.0,May 07/b,6.56,165615.0,True,True,-82.33,4
628,BGS,RUT,Consumer Defensive,Packaged Foods,USA,743070000.0,-999.0,10.61,-999.0,0.37,0.95,17.5,4.05,0.54,0.0809,-999.0,0.1,-0.1675,0.0746,-999.0,0.012,0.0423,-0.0715,-11.7479,0.0321,0.0592,0.6927,-0.0313,0.0839,-0.1337,-0.0386,3.22,0.92,2.64,2.69,0.2134,-0.0542,0.1735,-0.1115,-0.0457,-0.3032,0.63,-0.127,-0.3795,0.3056,-0.8076,3.0018,May 08/a,9.4,1218296.0,True,True,-22.694,3
4890,TLYS,RUT,Consumer Cyclical,Apparel Retail,USA,182460000.0,-999.0,-999.0,-999.0,0.29,1.26,1.92,-999.0,3.16,-999.0,-999.0,-0.47,0.0469,0.6011,-999.0,0.12,0.0292,-0.0406,-67.7573,0.2614,0.186,0.7558,-0.0732,0.0223,-0.2145,-0.1062,1.68,1.08,1.24,1.6,0.2659,-0.0554,0.005,0.0878,-0.1917,-0.2403,1.49,-0.0398,-0.3611,0.1356,-0.6694,0.9886,Jun 06/a,6.07,10055415.0,True,True,-4.774,3
733,BOC,RUT,Communication Services,Advertising Agencies,USA,444220000.0,-999.0,-999.0,-999.0,4.49,0.81,4.32,-999.0,3.19,-999.0,-999.0,-0.02,0.6739,0.8,0.132,-999.0,0.4057,0.12,0.1765,0.0617,0.006,0.5891,-0.0748,0.0309,-0.0122,-0.0105,2.92,2.92,0.15,0.16,0.1337,-0.0656,-0.08,-0.1085,-0.1244,-0.297,0.77,-0.1161,-0.3605,0.0185,-0.7236,0.1358,May 14/a,13.8,180383.0,True,True,-0.433,6
2819,KRNY,RUT,Financial,Banks - Regional,USA,392440000.0,25.2,16.03,6.3,1.22,0.45,-999.0,11.16,-999.0,0.0722,0.6986,0.1,-0.7937,1.9231,0.2158,0.04,0.1105,0.0948,-0.2531,0.121,0.0025,0.6362,-0.1179,0.0182,0.018,0.0143,0.02,-999.0,0.27,2.03,-999.0,0.048,0.0798,0.0993,-0.0978,-0.1553,0.77,0.031,-0.3562,0.1545,-0.6143,0.1545,Apr 25/b,6.09,118467.0,True,True,,4
3156,MGLD,-999,Financial,Asset Management,USA,40170000.0,-999.0,-999.0,-999.0,1.18,1.42,2.16,200.86,0.47,-999.0,0.0,-999.0,-0.018,-999.0,-0.132,-999.0,0.04,-0.034,-7.507,0.001,2.2535,0.004,-0.1076,0.0116,-0.04,0.032,5.3,4.8,0.0,0.02,0.745,-0.035,-0.113,-0.0894,0.0,-0.3742,0.58,-0.1579,-0.3419,0.3065,-0.9989,2.4,-999,1.02,110904.0,True,True,0.519,4
96,ADV,RUT,Communication Services,Advertising Agencies,USA,1090000000.0,-999.0,5.69,-999.0,0.27,0.98,8.48,8.17,0.4,-999.0,-999.0,0.1,4.4943,0.2339,-999.0,-0.051,0.0772,-0.1314,-0.3084,0.9185,0.0001,0.1901,-0.0736,0.2962,-0.0594,-0.0271,1.95,1.95,1.64,1.65,0.0832,-0.0191,-0.0399,-0.2089,-0.1447,0.904,1.56,-0.1935,-0.3192,1.0802,-0.7579,1.9823,May 09/b,3.37,127594.0,True,True,-5.021,4
4689,STKS,RUT,Consumer Cyclical,Restaurants,USA,173440000.0,-999.0,6.99,-999.0,0.52,2.53,11.28,-999.0,0.49,-999.0,0.0,0.06,1.0278,0.6233,0.0465,0.012,0.3464,0.0295,-1.8367,0.2103,0.043,0.46,-999.0,0.0888,0.0006,0.0002,0.64,0.55,2.7,2.84,0.1441,0.0001,0.0376,0.0474,0.401,-0.252,2.42,0.1064,-0.3117,0.7196,-0.6642,6.5616,May 07/a,5.52,1059498.0,True,True,-6.533,3
3436,NEWT,RUT,Financial,Banks - Regional,USA,338060000.0,8.85,6.42,2.95,1.24,1.44,2.07,-999.0,6.6,0.0556,0.3821,0.41,0.1216,0.1171,-0.0024,0.03,0.2531,0.4192,-0.1644,0.0674,0.009,0.3779,-0.1044,0.0817,0.1686,0.0274,-999.0,-999.0,4.49,4.65,0.7844,0.1404,0.0696,0.2564,0.1704,0.1949,1.39,0.1896,-0.2941,0.3575,-0.7377,330.216,May 06/a,13.67,211656.0,True,True,,3
1299,CTRN,-999,Consumer Cyclical,Apparel Retail,USA,198470000.0,-999.0,199.19,-999.0,0.27,1.26,2.49,-999.0,9.33,-999.0,-999.0,-0.35,0.3496,1.1401,-999.0,0.25,0.0053,0.0273,-0.4793,0.0447,2.7169,1.0549,-0.0967,0.1489,-0.0739,-0.0346,1.32,0.56,1.2,1.49,0.3558,-0.016,0.0022,0.0473,-0.2117,0.3318,2.36,-0.078,-0.2936,0.636,-0.7915,2.4687,Mar 19/b,23.24,26392965.0,True,True,-15.921,2
4365,SATS,RUT,Technology,Communication Equipment,USA,4780000000.0,-999.0,-999.0,-999.0,0.23,0.24,6.23,-999.0,2.82,-999.0,-999.0,-0.37,0.7457,-0.8457,-0.7175,-999.0,1.684,8.133,-2.1349,0.5563,0.0013,0.4149,-0.0034,0.1253,-0.1577,-0.0431,0.44,0.35,1.16,1.28,0.1922,-0.0893,0.1489,0.2081,0.2774,0.0772,0.71,0.1873,-0.2907,0.8458,-0.6104,1.2173,May 08/b,17.59,2634280.0,True,True,-232.534,3
1084,CLFD,RUT,Technology,Communication Equipment,USA,518680000.0,-999.0,-999.0,-999.0,2.85,1.88,3.63,79.92,10.04,-999.0,0.0,-0.34,-1.6164,0.8804,0.4682,-999.0,0.3237,-0.486,-1.5949,0.1614,0.0043,0.6882,0.2819,0.1759,-0.0112,-0.0113,9.76,6.58,0.03,0.08,0.2119,-0.0179,-0.0157,0.2889,0.2006,-0.0149,1.36,0.1733,-0.2828,0.591,-0.7298,201.5,May 02/a,36.45,295660.0,True,True,15.544,5
