No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years
89,LUMN,Communication Services,Telecom Services,USA,1390000000.0,-999,-999,-999,0.09,0.63,0.31,-999,-0.0703,0.0872,0.6766,0.0065,8.1,-1.5372,1.07,9.1,-0.7663,-0.0915,-0.7612,0.769,-0.9719,0.769,1.38,1617366.0,True,False
91,BZUN,Consumer Cyclical,Internet Retail,China,115860000.0,-999,10.22,-999,0.1,0.22,7.17,-999,0.1256,0.0,0.307,-0.0746,5.28,-0.1223,1.63,0.59,-0.0595,-0.2477,-0.7599,0.0895,-0.9693,0.0895,2.07,0.0,False,True
92,UP,Industrials,Airports & Air Services,USA,2450000000.0,-999,-999,-999,1.73,4.04,0.35,-999,0.5206,-0.0,0.153,-0.0287,3.26,-2.1772,0.44,2.2,-0.4559,0.3219,-0.7589,2.5918,-0.9765,2.5918,3.52,-36051.0,False,False
99,COMM,Technology,Communication Equipment,USA,486680000.0,-999,3.0,-999,0.06,-999,2.45,-999,0.2325,0.0688,0.904,-0.002,2.26,-18.3838,1.2,-999,-0.2674,0.0552,-0.7441,0.7127,-0.9463,0.7127,2.3,906835.0,True,True
102,IHRT,Communication Services,Broadcasting,USA,335610000.0,-999,22.91,-999,0.09,-999,1.48,0.1753,0.0317,0.0052,0.7644,-0.0056,6.57,-12.3276,1.82,-999,-0.2719,-0.0567,-0.7425,0.307,-0.9178,0.307,2.32,407016.0,True,True
106,KC,Technology,Software - Application,China,623410000.0,-999,-999,-999,0.59,0.64,1.58,-0.1303,0.4278,0.0,0.1946,-0.1069,6.03,-0.2943,1.17,0.15,-0.3213,-0.3461,-0.7394,0.0476,-0.9646,0.4915,2.64,0.0,False,False
109,APYX,Healthcare,Medical Devices,USA,73090000.0,-999,-999,-999,1.45,2.19,0.64,-0.3211,0.3375,0.0119,0.5483,-0.0047,11.05,-0.4023,3.78,0.43,-0.3013,-0.0765,-0.7353,0.4965,-0.8794,4.6267,2.11,83975.0,False,False
116,FCEL,Industrials,Electrical Equipment & Parts,USA,542160000.0,-999,-999,-999,4.39,0.79,0.79,0.5065,0.1297,0.0,0.4411,0.0418,6.47,-0.1447,5.95,0.17,-0.8977,-0.0926,-0.7248,0.2232,-0.9998,7.9552,1.2,0.0,False,False
117,TCS,Consumer Cyclical,Specialty Retail,USA,82750000.0,-999,24.0,-999,0.09,0.35,0.2,-999,0.0421,0.006,0.3909,-0.0158,1.96,-0.6593,0.29,2.49,-0.235,-0.2008,-0.7241,0.0667,-0.966,0.0667,1.6,255552.0,True,True
119,STEM,Technology,Software - Infrastructure,USA,491090000.0,-999,-999,-999,1.09,1.08,0.8,-6.974,1.0895,0.0035,0.709,0.0211,9.34,-0.268,1.58,1.34,-0.307,-0.0538,-0.7227,0.3519,-0.9388,0.3519,3.15,176375.0,True,False
124,VNET,Technology,Information Technology Services,China,275170000.0,-999,-999,-999,0.26,0.33,2.89,0.0838,0.2019,0.0,0.4202,0.0679,3.77,-0.0409,0.71,2.61,-0.0354,-0.331,-0.7189,-0.1028,-0.9568,0.0378,1.92,0.0,False,True
128,NIU,Consumer Cyclical,Auto Manufacturers,China,119470000.0,-999,8.02,-999,0.3,0.63,2.76,0.2354,0.2413,0.0,0.1511,-0.1929,3.66,-0.1417,1.31,0.29,-0.0643,-0.2121,-0.7104,-0.0086,-0.9675,0.0146,1.74,0.0,False,True
129,VATE,Industrials,Engineering & Construction,USA,81610000.0,-999,-999,-999,0.06,-999,0.7,0.1459,0.0624,0.0,0.3302,-0.0723,26.63,-999,0.96,-999,-0.0238,-0.0679,-0.7082,0.2471,-0.9224,0.6147,1.03,0.0,False,True
130,HE,Utilities,Utilities - Regulated Electric,USA,1410000000.0,6.75,6.16,1.61,0.38,0.63,6.21,0.0768,0.0793,0.0,0.5859,0.0037,5.37,0.0941,3.9,1.74,0.0555,-0.0548,-0.7076,0.4106,-0.7683,1.108,12.78,0.0,False,True
134,LGO,Basic Materials,Other Industrial Metals & Mining,Canada,132580000.0,-999,4.81,-999,0.66,0.52,0.63,0.3194,0.052,0.0,0.2426,-999,3.47,-0.1288,1.62,0.26,-0.1685,-0.0505,-0.7047,0.1129,-0.9864,1.4643,2.07,0.0,False,True
141,TUP,Consumer Cyclical,Packaging & Containers,USA,82360000.0,-999,-999,-999,0.06,-999,2.47,0.0049,-0.1057,0.0,0.2693,-999,3.77,-999,0.21,-999,-0.0136,-0.0641,-0.6988,1.918,-0.9817,1.918,1.78,0.0,False,True
151,GLT,Basic Materials,Paper & Paper Products,USA,68090000.0,-999,-999,-999,0.05,0.27,1.25,-999,0.1543,2.3633,0.7898,-0.0402,5.96,-0.3614,1.15,3.37,-0.0726,-0.0261,-0.6896,0.1615,-0.9528,0.1615,1.51,2374207.0,True,True
152,PETS,Healthcare,Pharmaceutical Retailers,USA,148900000.0,-999,48.55,-999,0.55,1.31,2.53,-0.6368,-0.0101,0.0658,0.6172,-0.0886,6.82,-0.0483,1.64,0.02,-0.0225,-0.0444,-0.689,0.28,-0.8782,80.7624,7.04,451683.0,True,True
154,DAO,Consumer Defensive,Education & Training Services,China,107480000.0,-999,-999,-999,0.14,-999,1.43,-0.3785,0.6358,0.0,0.444,-0.006,4.65,-999,0.32,-999,-0.112,-0.2107,-0.688,0.023,-0.9346,0.0612,3.12,0.0,False,False
155,SPRU,Technology,Solar,USA,70550000.0,-999,-999,-999,0.86,0.29,10.57,-999,-0.3333,0.0,0.1704,-0.5343,6.46,-0.2154,2.8,2.62,-0.9203,-0.0512,-0.6879,0.1835,-0.9862,0.1835,3.87,0.0,False,True
159,BIG,Consumer Defensive,Discount Stores,USA,183500000.0,-999,-999,-999,0.04,0.59,1.59,-999,0.0114,0.006,0.6419,-0.1176,4.53,-0.8465,0.15,7.8,-0.0959,0.0513,-0.6855,0.8098,-0.9142,4.2382,6.28,75480.0,False,True
161,CCSI,Technology,Software - Infrastructure,USA,382400000.0,5.06,3.74,-999,1.05,-999,7.98,-0.1677,-0.0751,0.0,0.9747,0.0708,6.75,-999,2.26,-999,0.21,-0.1462,-0.6841,0.1161,-0.7171,0.1161,19.61,0.0,False,True
162,BYND,Consumer Defensive,Packaged Foods,USA,466950000.0,-999,-999,-999,1.34,-999,3.41,-0.6269,0.6993,0.0,0.5021,-0.3859,8.07,-999,3.51,-999,-0.7147,-0.1059,-0.6836,0.2966,-0.9698,0.2966,7.24,0.0,False,False
164,CPSI,Healthcare,Health Information Services,USA,146520000.0,-999,31.89,-999,0.48,0.64,0.1,-999,0.0115,0.0,0.8678,-0.0024,1.3,-0.0033,1.42,0.65,-0.0025,-0.0681,-0.6815,0.0987,-0.8701,0.0987,10.07,0.0,False,True
167,IEP,Energy,Oil & Gas Refining & Marketing,USA,7230000000.0,-999,18.15,-999,0.59,1.72,14.88,-999,0.1603,0.0,0.9064,0.0314,4.1,-0.1753,2.28,2.71,-0.0635,0.0183,-0.6768,0.174,-0.8808,1.9965,17.61,0.0,False,True
169,RILY,Financial,Financial Conglomerates,USA,601810000.0,-999,-999,-999,0.41,1.45,138.45,-999,0.3389,0.0114,0.4836,-0.0418,7.87,-0.1461,-999,5.94,-0.0521,-0.1264,-0.6759,0.182,-0.8727,124.9778,19.68,2002686.0,True,True
170,OLPX,Consumer Cyclical,Specialty Retail,USA,1510000000.0,19.44,13.0,-999,3.17,1.8,0.66,-999,0.7338,0.0001,0.1999,-0.0155,2.64,0.1024,8.68,0.78,0.17,0.0423,-0.6746,0.7175,-0.924,0.7175,2.31,150179.0,True,True
172,CLFD,Technology,Communication Equipment,USA,385540000.0,11.71,-999,-999,1.43,1.24,11.21,0.4682,0.3237,0.0002,0.6707,0.2639,7.19,0.1406,6.83,0.07,0.1211,-0.0544,-0.6727,0.1227,-0.8093,141.8889,25.72,19932.0,False,True
174,SHYF,Industrials,Farm & Heavy Construction Machinery,USA,384730000.0,13.75,19.5,0.92,0.4,1.5,0.29,0.1749,0.1806,0.0104,0.8549,0.0129,2.8,0.1138,1.05,0.52,0.0296,-0.0315,-0.671,0.0799,-0.7941,65.8855,11.22,493572.0,True,True
178,GORV,Consumer Cyclical,Auto & Truck Dealerships,USA,64540000.0,-999,-999,-999,0.06,0.24,2.35,0.2649,0.2283,0.3125,0.8457,0.0018,5.61,-0.0124,0.17,2.21,-0.007,-0.2999,-0.6695,0.175,-0.8213,1.9677,4.6,0.0,False,True
179,UNFI,Consumer Defensive,Food Distribution,USA,864420000.0,-999,17.87,-999,0.03,0.51,0.62,-0.3442,0.3013,0.0004,0.8428,-0.0008,2.84,-0.0458,0.51,2.11,-0.0027,-0.0604,-0.6689,0.1297,-0.8266,3.1571,14.55,-14798.0,False,True
180,FTK,Energy,Oil & Gas Equipment & Services,USA,90760000.0,-999,9.42,-999,0.47,0.91,0.15,-0.0527,0.269,0.0793,0.1022,-0.0069,7.89,0.0597,1.27,0.14,0.0185,-0.1494,-0.6688,0.0552,-0.9907,1.55,3.06,336549.0,True,False
181,BCOV,Technology,Software - Application,USA,106500000.0,-999,25.79,-999,0.53,1.15,0.38,0.1768,0.0645,0.0681,0.7694,0.0016,3.25,-0.2635,0.64,0.24,-0.1287,-0.0105,-0.6685,0.1667,-0.9039,0.1667,2.45,411402.0,True,True
187,CCRD,Technology,Software - Application,USA,100440000.0,25.95,32.16,-999,1.68,1.85,4.36,1.0737,0.3858,0.0,0.4415,-0.0173,11.74,0.0733,4.74,0.03,0.0654,-0.1566,-0.6646,0.0215,-0.7884,23.0871,11.9,0.0,False,True
188,JD,Consumer Cyclical,Internet Retail,China,29520000000.0,10.18,6.57,0.53,0.19,1.08,25.14,-999,0.2271,0.0,0.1654,-0.1154,1.63,0.1099,1.1,0.3,0.0222,-0.1861,-0.664,0.0148,-0.7949,0.156,21.66,0.0,False,True
191,IRBT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,484380000.0,-999,-999,-999,0.53,1.92,6.8,-999,0.0305,0.0,0.8097,0.3572,2.0,-0.7984,0.96,0.94,-0.3557,-0.4966,-0.6625,0.1021,-0.912,1.4829,17.38,-765292.0,False,True
194,VLN,Technology,Semiconductors,Israel,200730000.0,-999,-999,-999,2.34,1.27,1.44,-999,0.1751,0.0,0.1512,-0.0287,0.63,-0.1809,8.38,0.0,-0.3474,-0.1127,-0.6611,0.041,-0.8335,0.041,2.03,0.0,False,False
201,HROW,Healthcare,Drug Manufacturers - Specialty & Generic,USA,343120000.0,-999,62.36,-999,3.01,4.53,2.1,0.0303,0.2243,0.0156,0.7756,-0.0457,7.63,-0.3692,5.33,2.5,-0.1244,-0.0376,-0.6542,0.2855,-0.9389,18.54,9.77,990926.0,True,True
202,SKIL,Consumer Defensive,Education & Training Services,USA,121370000.0,-999,-999,-999,0.22,0.28,16.95,-999,0.0739,0.0121,0.3029,-0.4469,4.22,-0.3149,0.94,1.45,-0.2871,-0.121,-0.6535,0.1394,-0.9416,0.1394,15.04,85539.0,False,False
203,AMRC,Industrials,Engineering & Construction,USA,1200000000.0,26.18,12.34,0.96,0.94,1.38,3.15,0.1676,0.2426,0.0032,0.6402,-0.0038,6.43,0.0559,1.13,1.71,0.0368,-0.2021,-0.6526,0.2435,-0.7754,4.8517,22.88,1150057.0,True,True
205,WB,Communication Services,Internet Content & Information,China,1220000000.0,4.97,3.83,2.94,0.7,0.61,19.05,-0.2564,0.0334,0.0,0.4956,-0.0598,5.92,0.125,2.38,0.76,0.2301,-0.197,-0.6518,0.0676,-0.9374,0.0676,8.37,0.0,False,True
213,CNTY,Consumer Cyclical,Resorts & Casinos,USA,112030000.0,-999,-999,-999,0.22,0.87,6.23,0.0109,0.2678,0.0097,0.6284,-0.0111,6.78,-0.1565,2.39,7.89,-0.042,-0.1762,-0.6455,0.1048,-0.7756,8.84,3.69,236815.0,True,True
217,ASYS,Technology,Semiconductor Equipment & Materials,USA,60880000.0,-999,-999,-999,0.54,0.69,0.93,-999,0.047,0.021,0.4696,-0.0081,0.6,-0.1348,1.56,0.25,-0.111,-0.2513,-0.6419,0.1941,-0.8607,3.576,4.29,792055.0,True,True
220,SILC,Technology,Communication Equipment,Israel,119790000.0,8.53,314.74,0.57,0.8,0.64,7.35,-0.0126,0.0439,0.0,0.5363,0.026,0.28,0.079,5.04,0.04,0.0941,0.051,-0.6401,0.2887,-0.7727,87.6,17.72,0.0,False,True
223,DQ,Technology,Solar,China,1510000000.0,2.29,5.42,-999,0.56,0.32,43.79,0.6878,1.0801,0.0,0.5713,0.0583,4.01,0.1572,4.58,0.0,0.263,-0.1803,-0.6387,-0.0054,-0.8459,28.5441,20.09,0.0,False,True
226,JRVR,Financial,Insurance - Specialty,Bermuda,341020000.0,5.97,5.28,0.87,0.37,0.61,-999,-0.1633,-0.0075,0.0,0.9511,-0.0662,1.24,0.1023,-999,0.46,0.0644,-0.0166,-0.6364,0.1311,-0.8422,0.1311,9.06,0.0,False,True
227,SLQT,Financial,Insurance Brokers,USA,179470000.0,-999,-999,-999,0.17,0.57,-999,-999,0.3806,0.0189,0.3504,0.0171,2.21,-0.1399,-999,2.29,-0.0439,-0.1854,-0.6361,0.6398,-0.9676,1.098,1.07,759170.0,True,True
234,UEIC,Technology,Consumer Electronics,USA,123800000.0,-999,28.97,-999,0.28,0.68,4.64,-999,-0.0489,0.125,0.6815,-0.0191,1.9,-0.4365,1.04,0.5,-0.22,0.1485,-0.631,0.3618,-0.8811,4.0987,9.56,2167407.0,True,True
236,NIO,Consumer Cyclical,Auto Manufacturers,China,9390000000.0,-999,-999,-999,1.22,4.78,3.76,-0.0407,0.8195,0.0,0.2809,-0.0437,2.9,-0.9696,0.97,2.05,-0.3942,-0.2223,-0.6304,0.0205,-0.9107,4.0252,5.98,0.0,False,False
238,ADTN,Technology,Communication Equipment,USA,560340000.0,-999,59.33,-999,0.44,0.81,1.48,-999,0.2225,0.0,0.8195,0.4331,2.5,-0.1307,1.42,0.34,-0.0793,0.1163,-0.6292,0.4501,-0.8507,0.4833,7.12,0.0,False,True
241,SHCR,Healthcare,Health Information Services,USA,355940000.0,-999,-999,-999,0.77,0.79,0.36,-999,0.1636,0.0,0.3462,0.2559,8.29,-0.2145,2.43,0.0,-0.2555,0.0138,-0.6273,0.3125,-0.9212,0.3125,1.01,0.0,False,False
250,EXK,Basic Materials,Other Precious Metals & Mining,Canada,345460000.0,29.83,25.63,-999,1.46,1.0,0.24,-0.1578,0.1069,0.0,0.2393,0.0858,2.51,0.0339,1.87,0.03,0.0465,-0.1337,-0.6198,0.0485,-0.8679,16.3,1.73,0.0,False,True
253,SBSW,Basic Materials,Gold,South Africa,3150000000.0,4.06,7.71,-999,0.43,0.61,1.66,-999,0.2709,0.0,0.1177,0.058,3.54,0.149,1.72,0.27,0.1071,-0.1033,-0.6177,0.1125,-0.7848,1.6976,4.45,0.0,False,True
257,ASPS,Real Estate,Real Estate Services,Luxembourg,81350000.0,-999,-999,-999,0.53,-999,1.38,-999,-0.3213,0.0059,0.2311,-0.0305,6.63,-999,-999,-999,-0.3538,-0.1595,-0.6167,0.2872,-0.982,0.2872,3.07,300002.0,True,True
260,AE,Energy,Oil & Gas Refining & Marketing,USA,60820000.0,-999,37.86,-999,0.02,0.65,9.76,-999,0.3107,0.0041,0.6113,-0.0295,1.13,-0.047,0.98,0.62,-0.0022,-0.1165,-0.6143,0.0279,-0.7358,12.6286,23.85,5929.0,False,True
262,TTEC,Technology,Information Technology Services,USA,1000000000.0,24.57,9.56,-999,0.4,1.71,3.34,0.6939,0.1261,0.0,0.3633,-0.0196,5.48,0.0744,1.57,1.88,0.0163,0.0635,-0.6105,0.3824,-0.8138,5.5554,21.11,0.0,False,True
264,PMTS,Financial,Credit Services,USA,205360000.0,6.3,7.56,0.48,0.44,-999,0.91,-999,0.1699,0.0,0.2063,0.0182,5.44,-999,1.9,-999,0.0721,0.0252,-0.61,0.4166,-0.7345,48.7778,17.92,0.0,False,True
269,SKYX,Industrials,Electrical Equipment & Parts,USA,151160000.0,-999,-999,-999,4.13,8.83,0.21,0.3123,-0.6742,0.0,0.1066,2.2751,17.28,-2.1889,0.72,2.14,-0.883,0.0031,-0.6067,0.3667,-0.8975,0.3667,1.64,0.0,False,False
271,PRTS,Consumer Cyclical,Internet Retail,USA,169050000.0,-999,-999,-999,0.25,1.36,1.16,-999,0.2498,0.0005,0.748,-0.0053,1.8,-0.0729,0.69,0.34,-0.0124,-0.0726,-0.6048,0.176,-0.8736,2.3409,2.94,10875.0,False,False
276,SPWH,Consumer Cyclical,Specialty Retail,USA,152630000.0,-999,-999,-999,0.12,0.56,0.08,0.1883,0.1394,0.1041,0.9501,-0.0691,4.7,-0.0332,0.09,2.01,-0.0071,-0.1068,-0.5986,0.3691,-0.779,0.3691,4.08,571111.0,True,True
281,DDD,Technology,Computer Hardware,USA,687160000.0,-999,97.54,-999,1.36,0.98,3.34,-0.1021,-0.055,0.024,0.6537,-0.0184,4.93,-0.1335,4.25,0.76,-0.1892,-0.0579,-0.5935,0.4714,-0.9471,9.3,5.15,493400.0,True,True
282,BWEN,Industrials,Specialty Industrial Machinery,USA,53120000.0,14.74,-999,0.61,0.27,0.99,0.08,-0.1484,0.1207,0.0164,0.3311,0.2121,1.41,0.0724,0.71,0.9,0.0189,0.0052,-0.5934,0.2338,-0.9914,2.72,2.48,129503.0,True,True
285,TG,Industrials,Metal Fabrication,USA,175840000.0,-999,-999,-999,0.24,1.14,1.41,-0.0624,-0.0201,0.0,0.5909,-0.0052,1.7,-0.4107,1.11,1.09,-0.1024,0.0375,-0.5915,0.1747,-0.7736,4.3066,5.11,0.0,False,True
290,PGY,Technology,Software - Infrastructure,Israel,827600000.0,-999,-999,-999,1.12,1.54,0.39,-999,2.1987,0.0,0.163,0.0459,0.34,-0.2684,4.63,0.92,-0.1999,-0.124,-0.5901,0.4872,-0.9664,1.0347,1.16,0.0,False,True
291,IHS,Communication Services,Telecom Services,United Kingdom,1390000000.0,-999,7.74,-999,0.65,5.42,1.28,-0.3644,0.1403,0.0,0.1891,-0.0026,1.58,-2.2901,0.88,16.18,-0.8181,-0.1029,-0.5893,0.0361,-0.7749,0.0361,4.16,0.0,False,False
292,NDLS,Consumer Cyclical,Restaurants,USA,124900000.0,-999,89.67,-999,0.24,3.72,0.05,0.43,0.0351,0.0,0.4946,-0.0195,5.36,-0.0797,0.16,8.86,-0.0053,-0.1017,-0.5893,0.3724,-0.9482,0.3724,2.69,0.0,False,True
296,GRWG,Consumer Cyclical,Specialty Retail,USA,148980000.0,-999,-999,-999,0.65,0.74,1.09,-0.7178,1.0045,0.2669,0.4311,-0.0188,3.01,-0.1587,2.17,0.22,-0.148,-0.0264,-0.5874,0.3729,-0.9641,0.62,2.43,1976973.0,True,True
297,TSAT,Technology,Communication Equipment,Canada,127700000.0,1.02,-999,0.05,0.23,0.26,96.54,0.2945,-0.0426,0.0,0.6789,1.2444,4.99,0.3081,9.01,4.98,0.229,-0.1071,-0.5873,0.5318,-0.8427,2.995,9.39,0.0,False,True
299,AAP,Consumer Cyclical,Specialty Retail,USA,3890000000.0,20.97,17.73,-999,0.34,1.47,5.34,0.0518,0.0392,0.0164,0.9796,-0.0348,2.62,0.0694,0.27,1.51,0.0165,0.1293,-0.5864,0.371,-0.7324,4.3074,65.44,580486.0,True,False
307,OTLY,Consumer Defensive,Beverages - Non-Alcoholic,Sweden,699980000.0,-999,-999,-999,0.9,1.19,0.48,-999,0.573,0.0,0.1289,-0.0879,4.57,-0.3306,0.85,0.86,-0.3137,0.1581,-0.5823,1.6818,-0.9593,1.6818,1.18,0.0,False,False
308,ALTO,Basic Materials,Specialty Chemicals,USA,150430000.0,-999,32.0,-999,0.12,0.53,0.48,0.0681,0.0055,0.0,0.4191,-0.152,1.26,-0.1334,1.9,0.34,-0.034,-0.1626,-0.5819,0.7332,-0.9996,8.4545,2.08,0.0,False,True
309,LL,Consumer Cyclical,Home Improvement Retail,USA,88260000.0,-999,-999,-999,0.09,0.47,0.32,0.2066,0.0064,0.0,0.4002,-0.1266,3.42,-0.4531,0.19,1.32,-0.1052,-0.1582,-0.5819,0.1,-0.9762,0.1,2.86,0.0,False,True
