No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years
600,PACK,Consumer Cyclical,Packaging & Containers,USA,383310000.0,-999,-999,-999,1.18,0.66,0.63,-3.7924,0.0626,0.0182,0.8653,-0.0538,2.67,-0.0422,2.28,0.72,-0.0772,-0.0166,-0.4369,0.7643,-0.892,0.7643,4.64,550472.0,True,False
622,MX,Technology,Semiconductors,South Korea,259300000.0,-999,-999,-999,1.05,0.75,4.3,-999,-0.1665,0.0235,0.7558,-0.0038,1.98,-0.072,5.12,0.01,-0.1123,-0.0507,-0.4272,0.0356,-0.752,1.1581,6.69,310924.0,True,True
628,TELA,Healthcare,Medical Devices,USA,171190000.0,-999,-999,-999,3.23,5.6,2.38,-0.0237,0.5174,0.0032,0.6238,0.1728,4.59,-1.6249,4.43,1.33,-0.8243,0.1631,-0.4261,0.6506,-0.7031,0.6506,6.99,109602.0,True,False
641,BYON,Consumer Cyclical,Internet Retail,USA,1030000000.0,-999,-999,-999,0.65,1.99,7.18,0.2858,0.0788,0.2798,0.6941,-0.1173,3.12,-0.2743,1.74,0.08,-0.1034,-0.0047,-0.422,0.6557,-0.8233,7.9723,22.7,2951163.0,True,True
681,SAFE,Real Estate,REIT - Diversified,USA,1490000000.0,-999,13.83,-999,5.29,0.66,0.56,-0.823,-0.3174,0.002,0.647,0.0175,7.02,-0.0897,-999,1.77,-0.6494,-0.0189,-0.4098,0.398,-0.9053,10.4367,20.97,948594.0,True,True
695,DOMO,Technology,Software - Application,USA,416000000.0,-999,-999,-999,1.31,-999,1.57,0.1432,0.2332,0.026,0.6622,0.0071,2.98,-999,0.56,-999,-0.2409,0.1688,-0.4049,0.4602,-0.8845,0.4908,11.36,1749437.0,True,False
700,MYO,Healthcare,Medical Devices,USA,88310000.0,-999,-999,-999,4.77,8.01,0.42,0.5558,0.624,0.0393,0.3876,-0.0051,0.75,-0.8336,2.52,0.06,-0.424,-0.1708,-0.4032,7.9757,-0.9952,8.0244,3.33,297497.0,True,False
726,AMRN,Healthcare,Drug Manufacturers - General,Ireland,551540000.0,-999,-999,-999,1.7,1.0,0.79,-0.0085,0.2237,0.1709,0.2826,-0.0729,5.32,-0.0921,1.74,0.02,-0.1623,0.4886,-0.3946,1.0737,-0.9991,1.9348,1.35,301076.0,True,True
730,PRCH,Technology,Software - Application,USA,239270000.0,-999,-999,-999,0.63,-999,3.95,-999,0.6985,0.113,0.4739,-0.1374,5.13,-4.283,1.01,-999,-0.4395,0.0628,-0.3935,3.8889,-0.912,3.8889,2.42,1874860.0,True,True
733,VOXX,Technology,Consumer Electronics,USA,202270000.0,-999,-999,-999,0.41,0.64,0.46,-1.0406,0.032,0.0028,0.4295,-0.0792,9.02,-0.114,0.84,0.16,-0.0787,-0.1326,-0.3932,0.2353,-0.8766,7.95,8.95,31672250.0,True,True
742,ULBI,Industrials,Electrical Equipment & Parts,USA,117810000.0,28.48,-999,1.63,0.78,0.97,0.57,-999,0.1219,0.0102,0.2893,-0.0228,2.59,0.0346,1.63,0.23,0.0273,0.011,-0.3916,0.8679,-0.7111,3.6818,7.21,542033.0,True,True
748,AMPY,Energy,Oil & Gas E&P,USA,243980000.0,0.67,5.83,0.04,0.74,0.7,0.16,-999,0.2776,0.0226,0.4013,0.0224,2.47,2.3235,0.72,0.37,1.102,0.0379,-0.39,0.1418,-0.7504,11.6701,6.24,129249.0,True,True
757,HHS,Industrials,Conglomerates,USA,55880000.0,2.54,10.98,-999,0.28,2.72,1.98,-999,-0.0656,0.0261,0.3767,0.1782,1.4,2.7558,1.61,0.93,0.117,0.0852,-0.3879,0.548,-0.9754,6.0364,7.74,499095.0,True,True
786,NEWT,Financial,Banks - Regional,USA,319440000.0,12.79,7.03,4.26,1.81,1.54,6.21,-0.099,0.128,0.0118,0.159,-0.1081,12.55,0.103,-999,5.22,0.143,-0.0454,-0.3778,0.2056,-0.7513,313.0132,12.96,232323.0,True,True
788,UFI,Consumer Cyclical,Textile Manufacturing,USA,118870000.0,-999,10.09,-999,0.2,0.39,2.84,-999,-0.0027,0.1078,0.5644,-0.085,2.54,-0.1585,2.02,0.49,-0.0888,0.0173,-0.3773,0.1214,-0.9499,3.9697,6.56,2095403.0,True,True
794,AES,Utilities,Utilities - Diversified,USA,11570000000.0,-999,9.07,-999,0.91,5.96,3.98,0.0038,0.0456,0.0255,0.9444,0.0033,3.08,-0.1271,0.74,6.52,-0.0439,-0.0424,-0.3764,0.5118,-0.7627,17.7826,17.28,1418574.0,True,True
796,MPAA,Consumer Cyclical,Auto Parts,USA,194140000.0,-999,7.98,-999,0.28,0.6,0.63,-999,0.0996,0.197,0.7924,0.0097,9.05,-0.0028,0.52,0.78,-0.0013,0.0588,-0.3762,1.3239,-0.7587,23.3692,9.9,1073777.0,True,True
818,HRTG,Financial,Insurance - Property & Casualty,USA,185830000.0,5.85,4.69,-999,0.26,1.09,-999,-1.6874,0.0847,0.0091,0.3328,-0.1262,0.89,0.1997,-999,1.0,0.0372,-0.1389,-0.3687,2.2872,-0.7735,4.5179,6.18,499986.0,True,True
855,WBD,Communication Services,Entertainment,USA,25580000000.0,-999,-999,-999,0.61,0.57,1.01,-0.3819,0.483,0.0002,0.6146,-0.0,3.79,-0.1035,0.88,1.0,-0.1148,-0.0502,-0.358,0.1316,-0.8658,1.0494,10.49,535420.0,True,True
860,RRGB,Consumer Cyclical,Restaurants,USA,164240000.0,-999,-999,-999,0.13,-999,3.93,-999,0.0177,0.4867,0.7538,-0.1342,14.34,-2.4035,0.42,-999,-0.0401,-0.0081,-0.357,0.5277,-0.8883,1.6262,10.61,2996123.0,True,False
866,LFMD,Healthcare,Health Information Services,USA,230100000.0,-999,-999,-999,1.69,-999,0.39,-0.6117,1.0652,0.0151,0.2457,-0.0227,2.8,-7.1995,0.65,-999,-0.2349,-0.1817,-0.3557,4.1491,-0.8222,38.1333,5.87,501018.0,True,False
880,OFIX,Healthcare,Medical Devices,USA,537430000.0,-999,-999,-999,0.8,0.87,0.92,-999,0.0084,0.0052,0.9615,-0.0057,3.48,-0.2872,1.13,0.18,-0.2039,0.1648,-0.3537,0.5269,-0.8036,1.5991,14.62,101025.0,True,True
923,AEYE,Technology,Software - Application,USA,61710000.0,-999,47.18,-999,1.98,7.94,0.28,0.504,0.5553,0.0232,0.1485,-0.0273,2.1,-0.7528,0.75,0.11,-0.2329,0.139,-0.3422,0.3833,-0.9308,6.6889,5.19,508376.0,True,False
946,SIRI,Communication Services,Entertainment,USA,20270000000.0,16.2,17.09,2.41,2.27,-999,0.01,0.1685,0.1248,0.0001,0.108,-0.0506,13.48,-999,0.33,-999,0.142,0.0183,-0.3358,0.5904,-0.9196,106.3159,5.28,1026900.0,True,True
949,BLFS,Healthcare,Medical Instruments & Supplies,USA,805490000.0,-999,-999,-999,5.2,2.36,0.91,-0.7411,0.7447,0.9739,0.9895,0.052,7.55,-0.2762,1.72,0.13,-0.6604,0.1898,-0.3351,1.0045,-0.9871,126.7143,17.88,10101225.0,True,True
971,LFVN,Consumer Defensive,Packaged Foods,USA,74100000.0,29.24,8.97,2.44,0.35,2.53,1.45,-0.1319,0.0119,0.0214,0.2972,0.0984,2.03,0.0836,1.06,0.48,0.012,-0.027,-0.3291,1.0264,-0.9565,11.9418,5.83,276952.0,True,True
998,LSAK,Technology,Software - Infrastructure,South Africa,205770000.0,-999,48.42,-999,0.38,1.2,0.88,-999,0.2239,0.0163,0.2472,0.0107,3.83,-0.1062,1.33,0.66,-0.0531,-0.0629,-0.3254,0.0996,-0.9486,0.2217,3.3,1064171.0,True,False
1003,EHTH,Financial,Insurance Brokers,USA,202630000.0,-999,-999,-999,0.5,0.36,5.66,-999,0.2104,0.0033,0.6636,-0.1331,1.39,-0.0688,-999,0.12,-0.2382,-0.0855,-0.324,0.4854,-0.9531,1.676,7.14,105705.0,True,True
1026,MMLP,Energy,Oil & Gas Midstream,USA,87940000.0,-999,28.25,-999,0.1,-999,0.0,-999,0.0228,0.0393,0.3521,0.0113,2.77,-999,0.87,-999,-0.0062,-0.0778,-0.3172,0.159,-0.9538,1.4972,2.26,1023896.0,True,True
1047,ORC,Real Estate,REIT - Mortgage,USA,455790000.0,-999,-999,-999,2.87,0.98,7.2,-999,-0.1867,0.3524,0.2928,0.2352,2.41,-0.0725,-999,9.48,-0.1978,0.0734,-0.312,0.4763,-0.8675,0.4763,8.71,346751.0,True,True
1093,ASPN,Industrials,Building Products & Equipment,USA,920420000.0,-999,-999,-999,4.3,2.07,1.24,-0.2042,0.1877,0.045,0.8837,0.0058,5.38,-0.1854,2.71,0.33,-0.2564,-0.0534,-0.3035,1.2648,-0.8172,6.5375,12.06,549036.0,True,False
1103,HGBL,Financial,Capital Markets,USA,105880000.0,6.05,8.81,-999,1.79,1.87,0.42,-999,0.2276,0.0082,0.3623,-0.1037,0.56,0.3709,1.47,0.21,0.2971,0.0238,-0.3015,0.2667,-0.9929,-999,2.85,155565.0,True,True
1112,FARM,Consumer Defensive,Packaged Foods,USA,78430000.0,-999,-999,-999,0.18,2.06,0.2,-0.2945,-0.1023,0.0251,0.4468,0.0142,2.49,-0.6415,0.66,1.27,-0.1723,0.23,-0.2987,1.16,-0.904,1.16,3.78,257766.0,True,False
1187,GCI,Communication Services,Publishing,USA,385600000.0,19.06,149.02,-999,0.14,1.18,0.74,-1.0116,0.2268,0.0153,0.6403,0.0045,16.57,0.0871,0.77,4.05,0.0102,0.1691,-0.2806,0.5988,-0.8995,3.1111,2.59,753800.0,True,True
1228,ASAN,Technology,Software - Application,USA,4260000000.0,-999,-999,-999,6.75,12.82,2.38,-0.5876,0.6406,0.05,0.2428,0.0614,4.42,-0.7967,1.82,0.85,-0.4586,-0.0229,-0.271,0.3392,-0.8686,0.6917,19.15,127731923.0,True,False
1233,POWW,Industrials,Aerospace & Defense,USA,272460000.0,-999,460.0,-999,1.8,0.75,0.42,0.2517,1.8871,0.0006,0.2441,-0.086,3.35,-0.0422,2.77,0.04,-0.1241,0.0939,-0.2698,0.465,-0.9885,91.0,2.3,128098.0,True,True
1310,PGRE,Real Estate,REIT - Office,USA,1090000000.0,-999,-999,-999,1.48,0.32,2.16,-999,-0.006,0.0022,0.6752,-0.0365,5.02,-0.0259,-999,1.12,-0.1255,-0.0031,-0.2556,0.2865,-0.7517,0.2865,5.0,326490.0,True,True
